,0,1,3
0,Dividend,35.30,PDES
1,Dividend (TTM),-,PDES
2,Payout Ratio (%),-,PDES
3,Dividend Yield (%),-,PDES
4,Latest Dividend Ex-Date,20 Jun 17,PDES
5,Latest Split Factor (From 2008),-,PDES
6,Latest Split Ex-Date,-,PDES
7,Latest Stock Bonus Factor (From 2008),-,PDES
8,Latest Stock Bonus Ex-Date,-,PDES
9,Latest Dividend Bonus Factor (From 2008),-,PDES
10,Latest Dividend Bonus Ex-Date,-,PDES
