,0,1,3
0,Dividend,5.00,ACST
1,Dividend (TTM),-,ACST
2,Payout Ratio (%),-,ACST
3,Dividend Yield (%),-,ACST
4,Latest Dividend Ex-Date,23 Apr 19,ACST
5,Latest Split Factor (From 2008),-,ACST
6,Latest Split Ex-Date,-,ACST
7,Latest Stock Bonus Factor (From 2008),-,ACST
8,Latest Stock Bonus Ex-Date,-,ACST
9,Latest Dividend Bonus Factor (From 2008),-,ACST
10,Latest Dividend Bonus Ex-Date,-,ACST
