,0,1,3
0,Dividend,3.80,JAYA
1,Dividend (TTM),3.80,JAYA
2,Payout Ratio (%),50.07%,JAYA
3,Dividend Yield (%),2.97%,JAYA
4,Latest Dividend Ex-Date,09 May 22,JAYA
5,Latest Split Factor (From 2008),-,JAYA
6,Latest Split Ex-Date,-,JAYA
7,Latest Stock Bonus Factor (From 2008),-,JAYA
8,Latest Stock Bonus Ex-Date,-,JAYA
9,Latest Dividend Bonus Factor (From 2008),-,JAYA
10,Latest Dividend Bonus Ex-Date,-,JAYA
