,0,1,3
0,Dividend,1.24,IIKP
1,Dividend (TTM),-,IIKP
2,Payout Ratio (%),-,IIKP
3,Dividend Yield (%),-,IIKP
4,Latest Dividend Ex-Date,14 May 08,IIKP
5,Latest Split Factor (From 2008),10.00,IIKP
6,Latest Split Ex-Date,19 May 17,IIKP
7,Latest Stock Bonus Factor (From 2008),-,IIKP
8,Latest Stock Bonus Ex-Date,-,IIKP
9,Latest Dividend Bonus Factor (From 2008),-,IIKP
10,Latest Dividend Bonus Ex-Date,-,IIKP
