,0,1,3
0,Dividend,-,INDO
1,Dividend (TTM),-,INDO
2,Payout Ratio (%),-,INDO
3,Dividend Yield (%),-,INDO
4,Latest Dividend Ex-Date,-,INDO
5,Latest Split Factor (From 2008),-,INDO
6,Latest Split Ex-Date,-,INDO
7,Latest Stock Bonus Factor (From 2008),-,INDO
8,Latest Stock Bonus Ex-Date,-,INDO
9,Latest Dividend Bonus Factor (From 2008),-,INDO
10,Latest Dividend Bonus Ex-Date,-,INDO
