,0,1,3
0,Dividend,6.47,BNII
1,Dividend (TTM),6.47,BNII
2,Payout Ratio (%),30.00%,BNII
3,Dividend Yield (%),2.40%,BNII
4,Latest Dividend Ex-Date,05 Apr 22,BNII
5,Latest Split Factor (From 2008),-,BNII
6,Latest Split Ex-Date,-,BNII
7,Latest Stock Bonus Factor (From 2008),-,BNII
8,Latest Stock Bonus Ex-Date,-,BNII
9,Latest Dividend Bonus Factor (From 2008),-,BNII
10,Latest Dividend Bonus Ex-Date,-,BNII
