,0,1,3
0,Dividend,5.00,DILD
1,Dividend (TTM),-,DILD
2,Payout Ratio (%),-,DILD
3,Dividend Yield (%),-,DILD
4,Latest Dividend Ex-Date,29 May 17,DILD
5,Latest Split Factor (From 2008),2.00,DILD
6,Latest Split Ex-Date,26 Jul 10,DILD
7,Latest Stock Bonus Factor (From 2008),-,DILD
8,Latest Stock Bonus Ex-Date,-,DILD
9,Latest Dividend Bonus Factor (From 2008),-,DILD
10,Latest Dividend Bonus Ex-Date,-,DILD
