,0,1,3
0,Dividend,6.00,KPIG
1,Dividend (TTM),-,KPIG
2,Payout Ratio (%),-,KPIG
3,Dividend Yield (%),-,KPIG
4,Latest Dividend Ex-Date,16 May 16,KPIG
5,Latest Split Factor (From 2008),5.00,KPIG
6,Latest Split Ex-Date,02 Oct 18,KPIG
7,Latest Stock Bonus Factor (From 2008),2.00,KPIG
8,Latest Stock Bonus Ex-Date,30 Aug 18,KPIG
9,Latest Dividend Bonus Factor (From 2008),-,KPIG
10,Latest Dividend Bonus Ex-Date,-,KPIG
