,0,1,3
0,Dividend,50.96,WIKA
1,Dividend (TTM),-,WIKA
2,Payout Ratio (%),-,WIKA
3,Dividend Yield (%),-,WIKA
4,Latest Dividend Ex-Date,17 Jun 20,WIKA
5,Latest Split Factor (From 2008),-,WIKA
6,Latest Split Ex-Date,-,WIKA
7,Latest Stock Bonus Factor (From 2008),-,WIKA
8,Latest Stock Bonus Ex-Date,-,WIKA
9,Latest Dividend Bonus Factor (From 2008),-,WIKA
10,Latest Dividend Bonus Ex-Date,-,WIKA
