,0,1,3
0,Dividend,300.00,JECC
1,Dividend (TTM),-,JECC
2,Payout Ratio (%),-,JECC
3,Dividend Yield (%),-,JECC
4,Latest Dividend Ex-Date,05 Jul 19,JECC
5,Latest Split Factor (From 2008),-,JECC
6,Latest Split Ex-Date,-,JECC
7,Latest Stock Bonus Factor (From 2008),-,JECC
8,Latest Stock Bonus Ex-Date,-,JECC
9,Latest Dividend Bonus Factor (From 2008),-,JECC
10,Latest Dividend Bonus Ex-Date,-,JECC
