,0,1,3
0,Dividend,10.00,HRTA
1,Dividend (TTM),10.00,HRTA
2,Payout Ratio (%),23.74%,HRTA
3,Dividend Yield (%),4.90%,HRTA
4,Latest Dividend Ex-Date,01 Jul 22,HRTA
5,Latest Split Factor (From 2008),-,HRTA
6,Latest Split Ex-Date,-,HRTA
7,Latest Stock Bonus Factor (From 2008),-,HRTA
8,Latest Stock Bonus Ex-Date,-,HRTA
9,Latest Dividend Bonus Factor (From 2008),-,HRTA
10,Latest Dividend Bonus Ex-Date,-,HRTA
