,0,1,3
0,Dividend,-,BBSS
1,Dividend (TTM),-,BBSS
2,Payout Ratio (%),-,BBSS
3,Dividend Yield (%),-,BBSS
4,Latest Dividend Ex-Date,-,BBSS
5,Latest Split Factor (From 2008),-,BBSS
6,Latest Split Ex-Date,-,BBSS
7,Latest Stock Bonus Factor (From 2008),-,BBSS
8,Latest Stock Bonus Ex-Date,-,BBSS
9,Latest Dividend Bonus Factor (From 2008),-,BBSS
10,Latest Dividend Bonus Ex-Date,-,BBSS
