,0,1,3
0,Dividend,21.00,MYOR
1,Dividend (TTM),21.00,MYOR
2,Payout Ratio (%),39.57%,MYOR
3,Dividend Yield (%),1.12%,MYOR
4,Latest Dividend Ex-Date,07 Jul 22,MYOR
5,Latest Split Factor (From 2008),25.00,MYOR
6,Latest Split Ex-Date,04 Aug 16,MYOR
7,Latest Stock Bonus Factor (From 2008),1.17,MYOR
8,Latest Stock Bonus Ex-Date,22 Oct 13,MYOR
9,Latest Dividend Bonus Factor (From 2008),-,MYOR
10,Latest Dividend Bonus Ex-Date,-,MYOR
