,0,1,3
0,Dividend,-,BESS
1,Dividend (TTM),-,BESS
2,Payout Ratio (%),-,BESS
3,Dividend Yield (%),-,BESS
4,Latest Dividend Ex-Date,-,BESS
5,Latest Split Factor (From 2008),-,BESS
6,Latest Split Ex-Date,-,BESS
7,Latest Stock Bonus Factor (From 2008),-,BESS
8,Latest Stock Bonus Ex-Date,-,BESS
9,Latest Dividend Bonus Factor (From 2008),-,BESS
10,Latest Dividend Bonus Ex-Date,-,BESS
