,0,1,3
0,Dividend,-,OPMS
1,Dividend (TTM),-,OPMS
2,Payout Ratio (%),-,OPMS
3,Dividend Yield (%),-,OPMS
4,Latest Dividend Ex-Date,-,OPMS
5,Latest Split Factor (From 2008),-,OPMS
6,Latest Split Ex-Date,-,OPMS
7,Latest Stock Bonus Factor (From 2008),-,OPMS
8,Latest Stock Bonus Ex-Date,-,OPMS
9,Latest Dividend Bonus Factor (From 2008),-,OPMS
10,Latest Dividend Bonus Ex-Date,-,OPMS
