,0,1,3
0,Dividend,-,INRU
1,Dividend (TTM),-,INRU
2,Payout Ratio (%),-,INRU
3,Dividend Yield (%),-,INRU
4,Latest Dividend Ex-Date,-,INRU
5,Latest Split Factor (From 2008),-,INRU
6,Latest Split Ex-Date,-,INRU
7,Latest Stock Bonus Factor (From 2008),-,INRU
8,Latest Stock Bonus Ex-Date,-,INRU
9,Latest Dividend Bonus Factor (From 2008),-,INRU
10,Latest Dividend Bonus Ex-Date,-,INRU
