,0,1,3
0,Dividend,15.00,KRAS
1,Dividend (TTM),-,KRAS
2,Payout Ratio (%),-,KRAS
3,Dividend Yield (%),-,KRAS
4,Latest Dividend Ex-Date,06 Jul 12,KRAS
5,Latest Split Factor (From 2008),-,KRAS
6,Latest Split Ex-Date,-,KRAS
7,Latest Stock Bonus Factor (From 2008),-,KRAS
8,Latest Stock Bonus Ex-Date,-,KRAS
9,Latest Dividend Bonus Factor (From 2008),-,KRAS
10,Latest Dividend Bonus Ex-Date,-,KRAS
