,0,1,3
0,Dividend,17.00,SGER
1,Dividend (TTM),26.00,SGER
2,Payout Ratio (%),25.49%,SGER
3,Dividend Yield (%),2.29%,SGER
4,Latest Dividend Ex-Date,30 Jun 22,SGER
5,Latest Split Factor (From 2008),-,SGER
6,Latest Split Ex-Date,-,SGER
7,Latest Stock Bonus Factor (From 2008),1.90,SGER
8,Latest Stock Bonus Ex-Date,30 Jun 22,SGER
9,Latest Dividend Bonus Factor (From 2008),-,SGER
10,Latest Dividend Bonus Ex-Date,-,SGER
