,0,1,3
0,Dividend,0.07,NTBK
1,Dividend (TTM),0.07,NTBK
2,Payout Ratio (%),53.57%,NTBK
3,Dividend Yield (%),0.14%,NTBK
4,Latest Dividend Ex-Date,09 Aug 22,NTBK
5,Latest Split Factor (From 2008),-,NTBK
6,Latest Split Ex-Date,-,NTBK
7,Latest Stock Bonus Factor (From 2008),-,NTBK
8,Latest Stock Bonus Ex-Date,-,NTBK
9,Latest Dividend Bonus Factor (From 2008),-,NTBK
10,Latest Dividend Bonus Ex-Date,-,NTBK
