,0,1,3
0,Dividend,5.00,ESSA
1,Dividend (TTM),5.00,ESSA
2,Payout Ratio (%),39.25%,ESSA
3,Dividend Yield (%),0.44%,ESSA
4,Latest Dividend Ex-Date,16 Jun 22,ESSA
5,Latest Split Factor (From 2008),10.00,ESSA
6,Latest Split Ex-Date,27 Oct 17,ESSA
7,Latest Stock Bonus Factor (From 2008),-,ESSA
8,Latest Stock Bonus Ex-Date,-,ESSA
9,Latest Dividend Bonus Factor (From 2008),-,ESSA
10,Latest Dividend Bonus Ex-Date,-,ESSA
