,0,1,3
0,Dividend,5.54,TOBA
1,Dividend (TTM),-,TOBA
2,Payout Ratio (%),-,TOBA
3,Dividend Yield (%),-,TOBA
4,Latest Dividend Ex-Date,06 Jun 17,TOBA
5,Latest Split Factor (From 2008),4.00,TOBA
6,Latest Split Ex-Date,31 May 19,TOBA
7,Latest Stock Bonus Factor (From 2008),-,TOBA
8,Latest Stock Bonus Ex-Date,-,TOBA
9,Latest Dividend Bonus Factor (From 2008),-,TOBA
10,Latest Dividend Bonus Ex-Date,-,TOBA
