,0,1,3
0,Dividend,-,RMKE
1,Dividend (TTM),-,RMKE
2,Payout Ratio (%),-,RMKE
3,Dividend Yield (%),-,RMKE
4,Latest Dividend Ex-Date,-,RMKE
5,Latest Split Factor (From 2008),-,RMKE
6,Latest Split Ex-Date,-,RMKE
7,Latest Stock Bonus Factor (From 2008),-,RMKE
8,Latest Stock Bonus Ex-Date,-,RMKE
9,Latest Dividend Bonus Factor (From 2008),-,RMKE
10,Latest Dividend Bonus Ex-Date,-,RMKE
