,0,1,3
0,Dividend,-,SMKM
1,Dividend (TTM),-,SMKM
2,Payout Ratio (%),-,SMKM
3,Dividend Yield (%),-,SMKM
4,Latest Dividend Ex-Date,-,SMKM
5,Latest Split Factor (From 2008),-,SMKM
6,Latest Split Ex-Date,-,SMKM
7,Latest Stock Bonus Factor (From 2008),-,SMKM
8,Latest Stock Bonus Ex-Date,-,SMKM
9,Latest Dividend Bonus Factor (From 2008),-,SMKM
10,Latest Dividend Bonus Ex-Date,-,SMKM
