,0,1,3
0,Dividend,50.00,EKAD
1,Dividend (TTM),50.00,EKAD
2,Payout Ratio (%),33.46%,EKAD
3,Dividend Yield (%),3.41%,EKAD
4,Latest Dividend Ex-Date,02 Aug 22,EKAD
5,Latest Split Factor (From 2008),5.00,EKAD
6,Latest Split Ex-Date,22 Aug 22,EKAD
7,Latest Stock Bonus Factor (From 2008),1.25,EKAD
8,Latest Stock Bonus Ex-Date,17 Jun 11,EKAD
9,Latest Dividend Bonus Factor (From 2008),-,EKAD
10,Latest Dividend Bonus Ex-Date,-,EKAD
