,0,1,3
0,Dividend,10.00,JSPT
1,Dividend (TTM),-,JSPT
2,Payout Ratio (%),-,JSPT
3,Dividend Yield (%),-,JSPT
4,Latest Dividend Ex-Date,01 Sep 20,JSPT
5,Latest Split Factor (From 2008),-,JSPT
6,Latest Split Ex-Date,-,JSPT
7,Latest Stock Bonus Factor (From 2008),-,JSPT
8,Latest Stock Bonus Ex-Date,-,JSPT
9,Latest Dividend Bonus Factor (From 2008),-,JSPT
10,Latest Dividend Bonus Ex-Date,-,JSPT
