,0,1,3
0,Dividend,20.88,MEDC
1,Dividend (TTM),20.87,MEDC
2,Payout Ratio (%),78.12%,MEDC
3,Dividend Yield (%),3.31%,MEDC
4,Latest Dividend Ex-Date,05 Aug 22,MEDC
5,Latest Split Factor (From 2008),4.00,MEDC
6,Latest Split Ex-Date,11 Sep 17,MEDC
7,Latest Stock Bonus Factor (From 2008),-,MEDC
8,Latest Stock Bonus Ex-Date,-,MEDC
9,Latest Dividend Bonus Factor (From 2008),-,MEDC
10,Latest Dividend Bonus Ex-Date,-,MEDC
