,0,1,3
0,Dividend,-,BIPP
1,Dividend (TTM),-,BIPP
2,Payout Ratio (%),-,BIPP
3,Dividend Yield (%),-,BIPP
4,Latest Dividend Ex-Date,-,BIPP
5,Latest Split Factor (From 2008),-,BIPP
6,Latest Split Ex-Date,-,BIPP
7,Latest Stock Bonus Factor (From 2008),-,BIPP
8,Latest Stock Bonus Ex-Date,-,BIPP
9,Latest Dividend Bonus Factor (From 2008),-,BIPP
10,Latest Dividend Bonus Ex-Date,-,BIPP
