,0,1,3
0,Dividend,-,DIGI
1,Dividend (TTM),-,DIGI
2,Payout Ratio (%),-,DIGI
3,Dividend Yield (%),-,DIGI
4,Latest Dividend Ex-Date,-,DIGI
5,Latest Split Factor (From 2008),5.00,DIGI
6,Latest Split Ex-Date,17 Nov 20,DIGI
7,Latest Stock Bonus Factor (From 2008),-,DIGI
8,Latest Stock Bonus Ex-Date,-,DIGI
9,Latest Dividend Bonus Factor (From 2008),-,DIGI
10,Latest Dividend Bonus Ex-Date,-,DIGI
