,0,1,3
0,Dividend,5.00,GEMA
1,Dividend (TTM),-,GEMA
2,Payout Ratio (%),-,GEMA
3,Dividend Yield (%),-,GEMA
4,Latest Dividend Ex-Date,08 Sep 20,GEMA
5,Latest Split Factor (From 2008),5.00,GEMA
6,Latest Split Ex-Date,13 Jul 18,GEMA
7,Latest Stock Bonus Factor (From 2008),-,GEMA
8,Latest Stock Bonus Ex-Date,-,GEMA
9,Latest Dividend Bonus Factor (From 2008),-,GEMA
10,Latest Dividend Bonus Ex-Date,-,GEMA
