,0,1,3
0,Dividend,80.15,SSMS
1,Dividend (TTM),80.15,SSMS
2,Payout Ratio (%),50.37%,SSMS
3,Dividend Yield (%),5.33%,SSMS
4,Latest Dividend Ex-Date,03 Jun 22,SSMS
5,Latest Split Factor (From 2008),-,SSMS
6,Latest Split Ex-Date,-,SSMS
7,Latest Stock Bonus Factor (From 2008),-,SSMS
8,Latest Stock Bonus Ex-Date,-,SSMS
9,Latest Dividend Bonus Factor (From 2008),-,SSMS
10,Latest Dividend Bonus Ex-Date,-,SSMS
