,0,1,3
0,Dividend,1.62,ETWA
1,Dividend (TTM),-,ETWA
2,Payout Ratio (%),-,ETWA
3,Dividend Yield (%),-,ETWA
4,Latest Dividend Ex-Date,05 Aug 14,ETWA
5,Latest Split Factor (From 2008),-,ETWA
6,Latest Split Ex-Date,-,ETWA
7,Latest Stock Bonus Factor (From 2008),-,ETWA
8,Latest Stock Bonus Ex-Date,-,ETWA
9,Latest Dividend Bonus Factor (From 2008),-,ETWA
10,Latest Dividend Bonus Ex-Date,-,ETWA
