,0,1,3
0,Dividend,6.00,SMRA
1,Dividend (TTM),6.00,SMRA
2,Payout Ratio (%),30.60%,SMRA
3,Dividend Yield (%),0.91%,SMRA
4,Latest Dividend Ex-Date,18 Jul 22,SMRA
5,Latest Split Factor (From 2008),-,SMRA
6,Latest Split Ex-Date,-,SMRA
7,Latest Stock Bonus Factor (From 2008),2.00,SMRA
8,Latest Stock Bonus Ex-Date,27 Jun 13,SMRA
9,Latest Dividend Bonus Factor (From 2008),-,SMRA
10,Latest Dividend Bonus Ex-Date,-,SMRA
