,0,1,3
0,Dividend,-,TRUK
1,Dividend (TTM),-,TRUK
2,Payout Ratio (%),-,TRUK
3,Dividend Yield (%),-,TRUK
4,Latest Dividend Ex-Date,-,TRUK
5,Latest Split Factor (From 2008),-,TRUK
6,Latest Split Ex-Date,-,TRUK
7,Latest Stock Bonus Factor (From 2008),-,TRUK
8,Latest Stock Bonus Ex-Date,-,TRUK
9,Latest Dividend Bonus Factor (From 2008),-,TRUK
10,Latest Dividend Bonus Ex-Date,-,TRUK
