,0,1,3
0,Dividend,146.30,BBNI
1,Dividend (TTM),146.30,BBNI
2,Payout Ratio (%),25.03%,BBNI
3,Dividend Yield (%),1.72%,BBNI
4,Latest Dividend Ex-Date,24 Mar 22,BBNI
5,Latest Split Factor (From 2008),-,BBNI
6,Latest Split Ex-Date,-,BBNI
7,Latest Stock Bonus Factor (From 2008),-,BBNI
8,Latest Stock Bonus Ex-Date,-,BBNI
9,Latest Dividend Bonus Factor (From 2008),-,BBNI
10,Latest Dividend Bonus Ex-Date,-,BBNI
