,0,1,3
0,Dividend,300.00,DLTA
1,Dividend (TTM),300.00,DLTA
2,Payout Ratio (%),127.73%,DLTA
3,Dividend Yield (%),7.73%,DLTA
4,Latest Dividend Ex-Date,27 Jun 22,DLTA
5,Latest Split Factor (From 2008),50.00,DLTA
6,Latest Split Ex-Date,03 Nov 15,DLTA
7,Latest Stock Bonus Factor (From 2008),-,DLTA
8,Latest Stock Bonus Ex-Date,-,DLTA
9,Latest Dividend Bonus Factor (From 2008),-,DLTA
10,Latest Dividend Bonus Ex-Date,-,DLTA
