,0,1,3
0,Dividend,16.70,SAMF
1,Dividend (TTM),16.70,SAMF
2,Payout Ratio (%),51.77%,SAMF
3,Dividend Yield (%),3.51%,SAMF
4,Latest Dividend Ex-Date,24 Jun 22,SAMF
5,Latest Split Factor (From 2008),-,SAMF
6,Latest Split Ex-Date,-,SAMF
7,Latest Stock Bonus Factor (From 2008),-,SAMF
8,Latest Stock Bonus Ex-Date,-,SAMF
9,Latest Dividend Bonus Factor (From 2008),-,SAMF
10,Latest Dividend Bonus Ex-Date,-,SAMF
