,0,1,3
0,Dividend,-,HOME
1,Dividend (TTM),-,HOME
2,Payout Ratio (%),-,HOME
3,Dividend Yield (%),-,HOME
4,Latest Dividend Ex-Date,-,HOME
5,Latest Split Factor (From 2008),-,HOME
6,Latest Split Ex-Date,-,HOME
7,Latest Stock Bonus Factor (From 2008),-,HOME
8,Latest Stock Bonus Ex-Date,-,HOME
9,Latest Dividend Bonus Factor (From 2008),-,HOME
10,Latest Dividend Bonus Ex-Date,-,HOME
