,0,1,3
0,Dividend,10.00,KINO
1,Dividend (TTM),22.00,KINO
2,Payout Ratio (%),29.12%,KINO
3,Dividend Yield (%),0.92%,KINO
4,Latest Dividend Ex-Date,24 Jun 22,KINO
5,Latest Split Factor (From 2008),-,KINO
6,Latest Split Ex-Date,-,KINO
7,Latest Stock Bonus Factor (From 2008),-,KINO
8,Latest Stock Bonus Ex-Date,-,KINO
9,Latest Dividend Bonus Factor (From 2008),-,KINO
10,Latest Dividend Bonus Ex-Date,-,KINO
