,0,1,3
0,Dividend,49.00,AKPI
1,Dividend (TTM),49.00,AKPI
2,Payout Ratio (%),20.29%,AKPI
3,Dividend Yield (%),3.11%,AKPI
4,Latest Dividend Ex-Date,04 Jul 22,AKPI
5,Latest Split Factor (From 2008),-,AKPI
6,Latest Split Ex-Date,-,AKPI
7,Latest Stock Bonus Factor (From 2008),-,AKPI
8,Latest Stock Bonus Ex-Date,-,AKPI
9,Latest Dividend Bonus Factor (From 2008),-,AKPI
10,Latest Dividend Bonus Ex-Date,-,AKPI
