,0,1,3
0,Dividend,4.90,BVIC
1,Dividend (TTM),-,BVIC
2,Payout Ratio (%),-,BVIC
3,Dividend Yield (%),-,BVIC
4,Latest Dividend Ex-Date,04 Jul 14,BVIC
5,Latest Split Factor (From 2008),-,BVIC
6,Latest Split Ex-Date,-,BVIC
7,Latest Stock Bonus Factor (From 2008),-,BVIC
8,Latest Stock Bonus Ex-Date,-,BVIC
9,Latest Dividend Bonus Factor (From 2008),-,BVIC
10,Latest Dividend Bonus Ex-Date,-,BVIC
