,0,1,3
0,Dividend,-,BPFI
1,Dividend (TTM),-,BPFI
2,Payout Ratio (%),-,BPFI
3,Dividend Yield (%),-,BPFI
4,Latest Dividend Ex-Date,28 Jun 19,BPFI
5,Latest Split Factor (From 2008),-,BPFI
6,Latest Split Ex-Date,-,BPFI
7,Latest Stock Bonus Factor (From 2008),1.50,BPFI
8,Latest Stock Bonus Ex-Date,31 Jan 22,BPFI
9,Latest Dividend Bonus Factor (From 2008),-,BPFI
10,Latest Dividend Bonus Ex-Date,-,BPFI
