,0,1,3
0,Dividend,-,MABA
1,Dividend (TTM),-,MABA
2,Payout Ratio (%),-,MABA
3,Dividend Yield (%),-,MABA
4,Latest Dividend Ex-Date,-,MABA
5,Latest Split Factor (From 2008),-,MABA
6,Latest Split Ex-Date,-,MABA
7,Latest Stock Bonus Factor (From 2008),-,MABA
8,Latest Stock Bonus Ex-Date,-,MABA
9,Latest Dividend Bonus Factor (From 2008),-,MABA
10,Latest Dividend Bonus Ex-Date,-,MABA
