,0,1,3
0,Dividend,-,HOTL
1,Dividend (TTM),-,HOTL
2,Payout Ratio (%),-,HOTL
3,Dividend Yield (%),-,HOTL
4,Latest Dividend Ex-Date,-,HOTL
5,Latest Split Factor (From 2008),-,HOTL
6,Latest Split Ex-Date,-,HOTL
7,Latest Stock Bonus Factor (From 2008),-,HOTL
8,Latest Stock Bonus Ex-Date,-,HOTL
9,Latest Dividend Bonus Factor (From 2008),-,HOTL
10,Latest Dividend Bonus Ex-Date,-,HOTL
