"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2939589,"2021-06-17T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3EM00000D232------------",8400,0,0,8425,8225,8275,-125,1059400,8778562500,1005,672.2,8300,8600,8275,56400,1924688333,1924688333,1924688333,75400,83600,"",0,0,0,NA,NA
"2",2,2939590,"2021-06-17T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614-E-L--------",214,0,0,236,212,232,18,101659300,23264342400,5838,407,232,4805300,230,221000,2755125000,2755125000,2755125000,2248300,8044300,"",0,0,0,NA,NA
"3",3,2939591,"2021-06-17T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",7050,0,0,7050,7050,7050,0,300,2115000,3,1609.5,7050,1700,0,0,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2939592,"2021-06-17T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311------------",860,0,0,865,800,860,0,351700,287125000,130,22.9,860,68800,855,200,2753165000,2753165000,2753165000,250000,0,"",0,0,0,NA,NA
"5",5,2939593,"2021-06-17T00:00:00","ACES","Ace Hardware Indonesia Tbk.","CDMO1U7PMN0000E743M-----------",1380,1380,1385,1400,1375,1395,15,16680300,23207860000,3026,1701.2,1400,321000,1390,661100,1.715e+10,1.715e+10,1.715e+10,7665800,9805100,"",0,0,0,NA,NA
"6",6,2939594,"2021-06-17T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",240,0,0,242,228,228,-12,14979200,3456924600,1311,16.8,232,20500,228,2431800,6425160000,6425160000,6425160000,1659800,187400,"",0,0,0,NA,NA
"7",7,2939595,"2021-06-17T00:00:00","ADES","Akasha Wira International Tbk.","--U-2130000000D212------------",1955,0,0,1955,1820,1820,-135,359800,666007000,166,94.5,1860,4500,1820,257900,589896800,589896800,589896800,0,58000,"",0,0,0,NA,NA
"8",8,2939596,"2021-06-17T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1135400000J211------------",945,0,0,945,900,920,-25,24006400,21955816000,3502,722.5,920,1542000,915,400,3560849376,3560849376,3560849376,7480700,336300,"",0,0,0,NA,NA
"9",9,2939597,"2021-06-17T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F000000G211------------",8125,0,0,8125,8050,8075,-50,57500,464937500,129,347.3,8075,2000,8050,10700,1e+09,1e+09,1e+09,2400,0,"",0,0,0,NA,NA
"10",10,2939598,"2021-06-17T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",161,0,0,164,161,162,1,1274600,206904800,130,14.5,163,129000,162,67300,3889179559,3889179559,3889179559,0,482700,"",0,0,0,NA,NA
"11",11,2939599,"2021-06-17T00:00:00","ADRO","Adaro Energy Tbk.","--MO1XD5U60000A121------------",1395,1385,1385,1405,1355,1355,-40,81946100,112766134000,11254,123.2,1360,94200,1355,271600,31985962000,31985962000,31985962000,8971000,19226600,"",7584800,10438603967,11,NA,NA
"12",12,2939600,"2021-06-17T00:00:00","AGAR","Asia Sejahtera Mina Tbk.","--U-2130000000D231------------",418,0,0,418,416,416,-2,400,167000,3,378.2,416,1200,392,1000,1e+09,1e+09,1e+09,0,0,"",0,0,0,NA,NA
"13",13,2939601,"2021-06-17T00:00:00","AGII","Aneka Gas Industri Tbk.","--U-1135000000B111------------",1065,0,0,1085,1040,1055,-10,2783800,2949817000,928,95.9,1055,32300,1050,458000,3066660000,3066660000,3066660000,318300,90000,"",0,0,0,NA,NA
"14",14,2939602,"2021-06-17T00:00:00","AGRO","Bank Rakyat Indonesia Agroniaga Tbk.","--U-1105000000G111------------",1100,0,0,1330,1080,1320,220,405831300,492277859000,42279,2156.6,1320,1799300,1315,245000,21379233779,21379233779,21379233779,9019500,22312800,"",131500,145965000,3,NA,NA
"15",15,2939603,"2021-06-17T00:00:00","AGRS","Bank IBK Indonesia Tbk.","XRU-2105000000G111------------",398,0,0,372,372,372,-26,362700,134924400,126,462,372,33022100,0,0,11188724453,11188724453,18405623844,0,6000,"",0,0,0,NA,NA
"16",16,2939604,"2021-06-17T00:00:00","AHAP","Asuransi Harta Aman Pratama Tbk.","--U-2100000000G412------------",65,0,0,66,64,64,-1,1157000,74299700,109,241.3,65,209600,64,660000,2.94e+09,2.94e+09,2.94e+09,0,0,"",0,0,0,NA,NA
"17",17,2939605,"2021-06-17T00:00:00","AIMS","Akbar Indo Makmur Stimec Tbk","--U-2130000000A121------------",360,0,0,450,356,450,90,736700,307934600,508,360,0,0,450,1497500,2.2e+08,2.2e+08,2.2e+08,0,0,"",0,0,0,NA,NA
"18",18,2939606,"2021-06-17T00:00:00","AISA","FKS Food Sejahtera Tbk.","--U-1105000000D222------------",228,0,0,230,218,222,-6,15621700,3471161400,884,27,222,128400,220,1697300,9311800000,9311800000,9311800000,1487200,289600,"",0,0,0,NA,NA
"19",19,2939607,"2021-06-17T00:00:00","AKKU","Anugerah Kagum Karya Utama Tbk.","--U-2130000000E512---L--------",50,0,0,50,50,50,0,1100,55000,5,75.9,50,5905500,0,0,6449463636,6449463636,6449463636,0,0,"",0,0,0,NA,NA
"20",20,2939608,"2021-06-17T00:00:00","AKPI","Argha Karya Prima Industry Tbk.","--U-2130000000B113------------",585,0,0,595,550,580,-5,144600,81429500,40,76.5,590,1100,570,1000,6.8e+08,6.8e+08,6.8e+08,0,0,"",0,0,0,NA,NA
"21",21,2939609,"2021-06-17T00:00:00","AKRA","AKR Corporindo Tbk.","--MO1X7XM80000A112------------",3220,3210,3210,3210,3150,3150,-70,4485100,14228847000,1454,2510.5,3170,275800,3150,59400,4014694920,4014694920,4014694920,2201900,690800,"",0,0,0,NA,NA
"22",22,2939610,"2021-06-17T00:00:00","AKSI","Maming Enam Sembilan Mineral Tbk.","--U-2130000000K211------------",448,0,0,448,418,418,-30,18400,7696600,26,209,418,12600,0,0,7.2e+08,7.2e+08,7.2e+08,0,0,"",0,0,0,NA,NA
"23",23,2939611,"2021-06-17T00:00:00","ALDO","Alkindo Naratama Tbk.","--U-2130000000B131------------",880,0,0,880,820,820,-60,7853700,6503957000,854,601,820,90900,0,0,1.1e+09,1.1e+09,1.1e+09,849200,457000,"",0,0,0,NA,NA
"24",24,2939612,"2021-06-17T00:00:00","ALKA","Alakasa Industrindo Tbk","--U-2130000000B141------------",240,0,0,246,238,244,4,33700,8199800,35,41.1,244,5100,242,5900,507665055,507665055,507665055,0,0,"",0,0,0,NA,NA
"25",25,2939613,"2021-06-17T00:00:00","ALMI","Alumindo Light Metal Industry Tbk.","--U-2100000000B141-E----------",240,0,0,240,240,240,0,3700,888000,5,36.9,246,300,240,800,6.16e+08,6.16e+08,6.16e+08,0,0,"",0,0,0,NA,NA
"26",26,2939614,"2021-06-17T00:00:00","ALTO","Tri Banyan Tirta Tbk.","--U-1100000000D212------------",376,0,0,376,376,376,0,100,37600,1,187.9,376,4000,352,100,2191870558,2191870558,2191870558,0,0,"",0,0,0,NA,NA
"27",27,2939615,"2021-06-17T00:00:00","AMAG","Asuransi Multi Artha Guna Tbk.","--U-2105000000G412------------",310,0,0,324,298,298,-12,1058800,319563800,126,283.8,308,70000,298,273700,5001552516,5001552516,5001552516,830600,0,"",0,0,0,NA,NA
"28",28,2939616,"2021-06-17T00:00:00","AMAN","Makmur Berkah Amanda Tbk.","--U-1135000000H111------------",284,0,0,284,284,284,0,94900,26951600,15,258.2,286,292000,284,38100,3873500000,3873500000,3873500000,0,0,"",0,0,0,NA,NA
"29",29,2939617,"2021-06-17T00:00:00","AMAR","Bank Amar Indonesia Tbk.","--U-2105000000G111------------",262,0,0,264,252,252,-10,3264800,832916600,385,144.8,252,11800,250,493000,7954749000,7954749000,7954749000,0,0,"",0,0,0,NA,NA
"30",30,2939618,"2021-06-17T00:00:00","AMFG","Asahimas Flat Glass Tbk.","--U-1105000000C121------------",3800,0,0,3860,3700,3860,60,4300,16313000,14,157.6,3890,200,3730,200,4.34e+08,4.34e+08,4.34e+08,0,0,"",0,0,0,NA,NA
"31",31,2939619,"2021-06-17T00:00:00","AMIN","Ateliers Mecaniques D Indonesie Tbk.","--U-2130000000C143------------",254,0,0,254,238,238,-16,206600,50088400,80,185.9,238,204900,0,0,1.08e+09,1.08e+09,1.08e+09,0,0,"",0,0,0,NA,NA
"32",32,2939620,"2021-06-17T00:00:00","AMOR","Ashmore Asset Management Indonesia Tbk.","--M-2105000000G311------------",3520,0,0,3640,3520,3570,50,3261200,11727794000,1707,187.9,3600,22200,3570,31700,1111111200,1109269200,1111111200,238100,365100,"",0,0,0,NA,NA
"33",33,2939621,"2021-06-17T00:00:00","AMRT","Sumber Alfaria Trijaya Tbk.","--M-1105000000D113------------",1230,0,0,1315,1215,1240,10,143814200,181428518000,20742,3164.2,1245,724100,1240,553200,41524501700,41524501700,41524501700,14629100,24198900,"",0,0,0,NA,NA
"34",34,2939622,"2021-06-17T00:00:00","ANDI","Andira Agro Tbk.","--U-2130000000D232------------",50,0,0,50,50,50,0,4500,225000,13,125,50,8168300,0,0,9.35e+09,9.35e+09,9.35e+09,0,0,"",0,0,0,NA,NA
"35",35,2939623,"2021-06-17T00:00:00","ANJT","Austindo Nusantara Jaya Tbk.","CDU-1135000000D232------------",685,0,0,690,675,690,5,6600,4532500,20,57.5,700,2300,690,6900,3354175000,3354175000,3354175000,0,0,"",0,0,0,NA,NA
"36",36,2939624,"2021-06-17T00:00:00","ANTM","Aneka Tambang Tbk.","--MO1SDNR50000B146------------",2320,2290,2290,2350,2260,2330,10,74868000,173668327000,10805,1536.2,2340,742600,2330,218200,24030764725,24030764725,24030764725,11359700,23924900,"",4459700,10342023300,4,NA,NA
"37",37,2939625,"2021-06-17T00:00:00","APEX","Apexindo Pratama Duta Tbk.","--U-2105000000A131------------",775,0,0,775,725,750,-25,141500,106036000,146,48,750,1600,745,7300,2659850000,2659850000,2659850000,0,0,"",0,0,0,NA,NA
"38",38,2939626,"2021-06-17T00:00:00","APIC","Pacific Strategic Financial Tbk.","--M-2815000000G511------------",795,0,0,800,770,785,-10,10304100,8067625000,1385,835,785,19300,780,37800,11766313488,11766313488,11766313488,107800,139200,"",3500000,2.765e+09,1,NA,NA
"39",39,2939627,"2021-06-17T00:00:00","APII","Arita Prima Indonesia Tbk.","--U-2130000000C143------------",184,0,0,185,181,181,-3,46400,8447800,29,82.3,184,13600,181,57400,1075760000,1075760000,1075760000,0,0,"",0,0,0,NA,NA
"40",40,2939628,"2021-06-17T00:00:00","APLI","Asiaplast Industries Tbk.","--U-1130000000B113------------",198,0,0,198,197,198,0,26300,5196400,12,165,198,100,197,9000,1362671400,1362671400,1362671400,0,0,"",0,0,0,NA,NA
"41",41,2939629,"2021-06-17T00:00:00","APLN","Agung Podomoro Land Tbk.","--M-1805000000H111------------",152,0,0,154,150,150,-2,17598800,2661698100,1223,41.1,151,321500,150,3290400,22699326779,22699326779,22699326779,496500,242400,"",0,0,0,NA,NA
"42",42,2939630,"2021-06-17T00:00:00","ARGO","Argo Pantes Tbk","--U-2100000000E413-E----------",1760,0,0,1760,1645,1700,-60,2800,4880500,8,42.7,1800,1500,1730,300,335557450,335557450,335557450,1000,0,"",0,0,0,NA,NA
"43",43,2939631,"2021-06-17T00:00:00","ARII","Atlas Resources Tbk.","--U-2130000000A121------------",308,0,0,310,288,292,-16,716300,208724200,260,19.5,292,66300,290,700,3.131e+09,3.131e+09,3.131e+09,0,0,"",0,0,0,NA,NA
"44",44,2939632,"2021-06-17T00:00:00","ARKA","Arkha Jayanti Persada Tbk.","--U-2100000000C143------------",50,0,0,50,50,50,0,16400,820000,9,21.2,50,4922400,0,0,2e+09,2e+09,2e+09,0,0,"",0,0,0,NA,NA
"45",45,2939633,"2021-06-17T00:00:00","ARMY","Armidian Karyatama Tbk.","--U-2100000000H111---L---Y----",50,0,0,0,0,50,0,0,0,0,16.7,0,0,0,0,9006250000,9006250000,9006250000,0,0,"",0,0,0,NA,NA
"46",46,2939634,"2021-06-17T00:00:00","ARNA","Arwana Citramulia Tbk.","--M-1135000000C121------------",775,0,0,775,750,770,-5,809200,616896500,288,5233.5,770,1200,765,6200,7341430976,7341430976,7341430976,250000,1400,"",0,0,0,NA,NA
"47",47,2939635,"2021-06-17T00:00:00","ARTA","Arthavest Tbk","--U-2100000000E512------------",505,0,0,575,470,470,-35,749600,381333700,435,272.6,470,8900,0,0,446674175,446674175,446674175,0,0,"",0,0,0,NA,NA
"48",48,2939636,"2021-06-17T00:00:00","ARTI","Ratu Prabu Energi Tbk","--U-1100000000A132-E----------",50,0,0,50,50,50,0,1300,65000,4,12.3,50,251901900,0,0,7.84e+09,7.84e+09,7.84e+09,0,0,"",5e+06,37500000,2,NA,NA
"49",49,2939637,"2021-06-17T00:00:00","ARTO","Bank Jago Tbk.","--U-2100000000G111------------",14000,0,0,14200,13500,14075,75,35352000,493643775000,20448,85583.1,14100,90600,14075,194600,13717687500,13717687500,13717687500,6613600,10764500,"",199000,2773034000,6,NA,NA
"50",50,2939638,"2021-06-17T00:00:00","ASBI","Asuransi Bintang Tbk.","--U-2100000000G412------------",302,0,0,310,298,302,0,578300,174078800,194,229.3,302,57800,298,10400,348386472,348386472,348386472,0,0,"",0,0,0,NA,NA
"51",51,2939639,"2021-06-17T00:00:00","ASDM","Asuransi Dayin Mitra Tbk.","--U-1100000000G412------------",920,0,0,950,910,910,-10,11600,10628000,16,268.8,945,500,905,9600,1.92e+08,1.92e+08,1.92e+08,0,0,"",0,0,0,NA,NA
"52",52,2939640,"2021-06-17T00:00:00","ASGR","Astra Graphia Tbk.","--M-1135000000C224------------",770,0,0,775,760,760,-10,305600,233918000,51,157.6,760,191000,755,13600,1348780500,1348780500,1348780500,243000,0,"",0,0,0,NA,NA
"53",53,2939641,"2021-06-17T00:00:00","ASII","Astra International Tbk.","--MO1UBACK0000C311------------",5150,5125,5125,5150,5075,5100,-50,38074600,194180622500,6716,3647.1,5125,273000,5100,30300,40483553140,40483553140,40483553140,25939000,24790500,"",600169,3068068045,5,NA,NA
"54",54,2939642,"2021-06-17T00:00:00","ASJT","Asuransi Jasa Tania Tbk.","--U-2100000000G412------------",226,0,0,228,220,226,0,57500,12717400,30,150.7,226,4000,220,2900,6e+08,6e+08,6e+08,0,0,"",0,0,0,NA,NA
