,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2800544,2020-09-09T00:00:00,AALI,Astra Agro Lestari Tbk.,--M-183PM2000012--------------,11200.0,0.0,0.0,11075.0,10525.0,10525.0,-675.0,4255500.0,45841595000.0,3429.0,855.0,10575.0,200.0,10525.0,360200.0,1924688333.0,1924688333.0,1924688333.0,1195600.0,59700.0,,5014.0,53022350.0,2.0,,
1,2,2800545,2020-09-09T00:00:00,ABBA,Mahaka Media Tbk.,--U-210000000095---E----------,50.0,0.0,0.0,50.0,50.0,50.0,0.0,105500.0,5275000.0,10.0,87.7,50.0,2779700.0,0.0,0.0,2755125000.0,2755125000.0,2755125000.0,0.0,0.0,,0.0,0.0,0.0,,
2,3,2800546,2020-09-09T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U-210500000084--------------,6925.0,0.0,0.0,0.0,0.0,6925.0,0.0,0.0,0.0,0.0,1581.0,6450.0,100.0,0.0,0.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2800547,2020-09-09T00:00:00,ABMM,ABM Investama Tbk.,--U-110500000098--------------,890.0,0.0,0.0,850.0,840.0,850.0,-40.0,4600.0,3886000.0,16.0,22.7,850.0,700.0,835.0,700.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2800548,2020-09-09T00:00:00,ACES,Ace Hardware Indonesia Tbk.,XDMO1XKEMA000093--------------,1605.0,1605.0,1605.0,1610.0,1555.0,1580.0,-25.0,16829100.0,26570748500.0,4636.0,1926.8,1580.0,33300.0,1575.0,17800.0,17150000000.0,17150000000.0,17150000000.0,8163900.0,6454600.0,,14451300.0,22766548800.0,3.0,,
5,6,2800549,2020-09-09T00:00:00,ACST,Acset Indonusa Tbk.,XRU-113000000062--------------,266.0,0.0,0.0,260.0,248.0,248.0,-18.0,136389800.0,34206389200.0,6147.0,18.3,248.0,37034300.0,0.0,0.0,4720813096.0,4720813096.0,6425160000.0,0.0,0.0,,2315000.0,608845000.0,1.0,,
6,7,2800550,2020-09-09T00:00:00,ADES,Akasha Wira International Tbk.,--U-213000000051--------------,1200.0,0.0,0.0,1200.0,1135.0,1135.0,-65.0,106000.0,122703000.0,155.0,59.0,1145.0,500.0,1135.0,16000.0,589896800.0,589896800.0,589896800.0,0.0,0.0,,0.0,0.0,0.0,,
7,8,2800551,2020-09-09T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--M-18AF80000062--------------,595.0,0.0,0.0,595.0,570.0,585.0,-10.0,6695800.0,3890687000.0,1405.0,459.4,585.0,1309400.0,580.0,285900.0,3560849376.0,3560849376.0,3560849376.0,175600.0,1400.0,,3350007.0,1993254095.0,2.0,,
8,9,2800552,2020-09-09T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F00000082--------------,7775.0,0.0,0.0,7775.0,7500.0,7575.0,-200.0,103700.0,793330000.0,274.0,325.8,7600.0,6100.0,7575.0,1900.0,1000000000.0,1000000000.0,1000000000.0,20200.0,1100.0,,0.0,0.0,0.0,,
9,10,2800553,2020-09-09T00:00:00,ADMG,Polychem Indonesia Tbk,--U-113000000034--------------,130.0,0.0,0.0,146.0,126.0,129.0,-1.0,17652400.0,2399493700.0,1713.0,11.5,129.0,90700.0,128.0,300000.0,3889179559.0,3889179559.0,3889179559.0,0.0,0.0,,0.0,0.0,0.0,,
