,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2805519,2020-09-18T00:00:00,AALI,Astra Agro Lestari Tbk.,--M-183PM2000012--------------,10800.0,0.0,0.0,11075.0,10075.0,10075.0,-725.0,4945400.0,52508727500.0,2070.0,818.5,10300.0,280400.0,10075.0,7996100.0,1924688333.0,1924688333.0,1924688333.0,2997400.0,251700.0,,15190.0,160914250.0,4.0,,
1,2,2805520,2020-09-18T00:00:00,ABBA,Mahaka Media Tbk.,--U-210000000095---E----------,50.0,0.0,0.0,50.0,50.0,50.0,0.0,105900.0,5295000.0,15.0,87.7,50.0,4308900.0,0.0,0.0,2755125000.0,2755125000.0,2755125000.0,0.0,0.0,,0.0,0.0,0.0,,
2,3,2805521,2020-09-18T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U-210500000084--------------,6900.0,0.0,0.0,6750.0,6750.0,6750.0,-150.0,100.0,675000.0,1.0,1541.0,6750.0,1600.0,0.0,0.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2805522,2020-09-18T00:00:00,ABMM,ABM Investama Tbk.,--U-110500000098--------------,850.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,22.7,850.0,4900.0,800.0,600.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2805523,2020-09-18T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--MO1XKEMA000093--------------,1525.0,1525.0,1525.0,1600.0,1505.0,1600.0,75.0,14273100.0,22336016000.0,2269.0,1951.2,1600.0,729700.0,1585.0,21800.0,17150000000.0,17150000000.0,17150000000.0,10035800.0,11950700.0,,457400.0,697035000.0,5.0,,
5,6,2805524,2020-09-18T00:00:00,ACST,Acset Indonusa Tbk.,--U-113000000062--------------,226.0,0.0,0.0,236.0,222.0,224.0,-2.0,99952600.0,22843289800.0,5926.0,16.5,226.0,807800.0,224.0,1067300.0,6425160000.0,6425160000.0,6425160000.0,4500.0,450000.0,,0.0,0.0,0.0,,
6,7,2805525,2020-09-18T00:00:00,ADES,Akasha Wira International Tbk.,--U-213000000051--------------,1185.0,0.0,0.0,1180.0,1155.0,1155.0,-30.0,11400.0,13268000.0,36.0,60.0,1180.0,2100.0,1155.0,12200.0,589896800.0,589896800.0,589896800.0,0.0,0.0,,0.0,0.0,0.0,,
7,8,2805526,2020-09-18T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--M-18AF80000062--------------,545.0,0.0,0.0,555.0,530.0,530.0,-15.0,6791700.0,3683935000.0,1042.0,416.2,545.0,1200.0,530.0,2111900.0,3560849376.0,3560849376.0,3560849376.0,4825500.0,52000.0,,91.0,49595.0,1.0,,
8,9,2805527,2020-09-18T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F00000082--------------,7450.0,0.0,0.0,7475.0,7400.0,7425.0,-25.0,30600.0,227672500.0,71.0,319.4,7450.0,700.0,7425.0,1400.0,1000000000.0,1000000000.0,1000000000.0,0.0,0.0,,0.0,0.0,0.0,,
9,10,2805528,2020-09-18T00:00:00,ADMG,Polychem Indonesia Tbk,--U-113000000034--------------,116.0,0.0,0.0,121.0,116.0,119.0,3.0,747100.0,88297300.0,113.0,10.6,120.0,132300.0,119.0,36600.0,3889179559.0,3889179559.0,3889179559.0,0.0,0.0,,0.0,0.0,0.0,,
10,11,2805529,2020-09-18T00:00:00,ADRO,Adaro Energy Tbk.,--MO1XDCU1000021--------------,1130.0,1150.0,1150.0,1155.0,1125.0,1145.0,15.0,87127400.0,99298005000.0,6687.0,104.1,1150.0,159600.0,1145.0,1520700.0,31985962000.0,31985962000.0,31985962000.0,56594100.0,34491400.0,,7290146.0,8265016670.0,19.0,,
11,12,2805530,2020-09-18T00:00:00,AGAR,Asia Sejahtera Mina Tbk.,--U-213000000091--------------,498.0,0.0,0.0,515.0,490.0,498.0,0.0,30400.0,15132900.0,6.0,452.7,498.0,800.0,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,0.0,0.0,,0.0,0.0,0.0,,
12,13,2805531,2020-09-18T00:00:00,AGII,Aneka Gas Industri Tbk.,--M-113500000034--------------,466.0,0.0,0.0,510.0,466.0,480.0,14.0,225800.0,107388500.0,88.0,43.6,480.0,1191000.0,476.0,5500.0,3066660000.0,3066660000.0,3066660000.0,6300.0,0.0,,0.0,0.0,0.0,,
13,14,2805532,2020-09-18T00:00:00,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M-110500000081--------------,334.0,0.0,0.0,354.0,322.0,340.0,6.0,43336800.0,14906287600.0,3098.0,555.5,342.0,651100.0,340.0,5102300.0,21129857328.0,21129857328.0,21129857328.0,230000.0,644900.0,,0.0,0.0,0.0,,
14,15,2805533,2020-09-18T00:00:00,AGRS,Bank IBK Indonesia Tbk.,--U-210500000081--------------,180.0,0.0,0.0,180.0,174.0,180.0,0.0,14000.0,2503700.0,20.0,163.6,180.0,5500.0,174.0,57000.0,11154923542.0,11154923542.0,11728776913.0,0.0,7400.0,,0.0,0.0,0.0,,
15,16,2805534,2020-09-18T00:00:00,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-210000000084--------------,50.0,0.0,0.0,51.0,50.0,50.0,0.0,86400.0,4320600.0,17.0,188.5,51.0,68400.0,50.0,3100.0,2940000000.0,2940000000.0,2940000000.0,0.0,0.0,,0.0,0.0,0.0,,
16,17,2805535,2020-09-18T00:00:00,AIMS,Akbar Indo Makmur Stimec Tbk,--U-210000000091--------------,141.0,0.0,0.0,179.0,132.0,170.0,29.0,13600.0,2148400.0,15.0,136.0,170.0,16200.0,142.0,100.0,220000000.0,220000000.0,220000000.0,0.0,0.0,,0.0,0.0,0.0,,
