"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2881286,"2021-02-19T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3EM00000D232------------",11050,0,0,11200,10875,10925,-125,802500,8807820000,1326,887.5,10950,14200,10925,63600,1924688333,1924688333,1924688333,241400,36800,"",1000,11050000,1,NA,NA
"2",2,2881287,"2021-02-19T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614-E----------",86,0,0,96,80,80,-6,51200400,4385975000,1815,140.4,80,55269100,0,0,2755125000,2755125000,2755125000,0,103300,"",0,0,0,NA,NA
"3",3,2881288,"2021-02-19T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",6100,0,0,6200,6200,6200,100,500,3100000,1,1415.5,6500,2500,6200,2000,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2881289,"2021-02-19T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311------------",765,0,0,765,750,760,-5,52800,39672000,35,20.3,760,21000,750,100,2753165000,2753165000,2753165000,0,0,"",0,0,0,NA,NA
"5",5,2881290,"2021-02-19T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--MO1U7PMN0000E743------------",1600,1600,1600,1610,1585,1600,0,17151700,27437843500,3297,1951.2,1605,15000,1600,954000,1.715e+10,1.715e+10,1.715e+10,11250100,13084700,"",6674557,10672616700,2,NA,NA
"6",6,2881291,"2021-02-19T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",402,0,0,402,392,400,-2,21573200,8578343200,2087,29.5,402,1062800,400,508900,6425160000,6425160000,6425160000,1463000,3889700,"",0,0,0,NA,NA
"7",7,2881292,"2021-02-19T00:00:00","ADES","Akasha Wira International Tbk.","--U-2130000000D212------------",1700,0,0,1710,1650,1700,0,206700,344866500,149,88.3,1700,13300,1675,200,589896800,589896800,589896800,0,0,"",0,0,0,NA,NA
"8",8,2881293,"2021-02-19T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1135400000J211------------",1430,0,0,1435,1360,1420,-10,15991000,22575259000,4286,1115.2,1425,24800,1420,315100,3560849376,3560849376,3560849376,989800,1757000,"",0,0,0,NA,NA
"9",9,2881294,"2021-02-19T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F000000G211------------",8575,0,0,8700,8525,8550,-25,85400,731622500,188,367.7,8575,300,8525,400,1e+09,1e+09,1e+09,22400,5100,"",0,0,0,NA,NA
"10",10,2881295,"2021-02-19T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",175,0,0,179,167,174,-1,2293800,399222700,323,15.5,175,1000,174,44600,3889179559,3889179559,3889179559,0,100200,"",0,0,0,NA,NA
