"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,3108145,"2022-04-20T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3PM10000D232------------",12625,0,0,12800,12325,12425,-200,2475100,30958842500,3600,1009.4,12450,1000,12425,162100,1924688333,1924688333,390711732,999900,786900,"",0,0,0,NA,NA
"2",2,3108146,"2022-04-20T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614------------",232,0,0,248,224,230,-2,28689800,6727418400,2268,508.1,230,1593800,228,104700,3935892857,3935892857,1342926643,1129800,1695700,"",0,0,0,NA,NA
"3",3,3108147,"2022-04-20T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",5975,0,0,0,0,5975,0,0,0,0,1364.1,5725,100,5575,10000,620806680,620806680,78594126,0,0,"",0,0,0,NA,NA
"4",4,3108148,"2022-04-20T00:00:00","ABMM","ABM Investama Tbk.","--M-1115000000C311------------",2440,0,0,2650,2320,2400,-40,14139600,34959348000,3995,64,2410,27100,2400,51400,2753165000,2753165000,568803889,2778200,705500,"",0,0,0,NA,NA
"5",5,3108149,"2022-04-20T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--M-187EMN6000E743------------",1075,0,0,1120,1070,1095,20,54624200,59923760000,5710,1335.4,1095,568800,1090,216800,1.715e+10,1.715e+10,6835990000,18771000,10569000,"",294800,340060000,2,NA,NA
"6",6,3108150,"2022-04-20T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",177,0,0,188,175,181,4,25807900,4643536200,3176,13.4,181,394400,180,1924800,12675160000,12675160000,2259981028,1086600,0,"",0,0,0,NA,NA
"7",7,3108151,"2022-04-20T00:00:00","ADCP","Adhi Commuter Properti Tbk.","--U-1130000000H111------------",76,0,0,78,73,74,-2,30519000,2298314700,12841,56.9,75,1077300,74,358500,22222222200,22222222200,2222222220,0,12000,"",0,0,0,NA,NA
"8",8,3108152,"2022-04-20T00:00:00","ADES","Akasha Wira International Tbk.","--U-2135000000D212------------",3700,0,0,3750,3670,3700,0,149100,550129000,104,192.2,3700,4400,3690,1600,589896800,589896800,48961434,0,3100,"",0,0,0,NA,NA
"9",9,3108153,"2022-04-20T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1835K52000J211------------",705,0,0,715,700,700,-5,4132600,2909806000,991,549.7,705,181900,700,1133000,3560849376,3560849376,1744816194,184300,94100,"",0,0,0,NA,NA
"10",10,3108154,"2022-04-20T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","XDU-1115200000G211------------",7950,0,0,8000,7925,7950,0,185300,1475027500,279,341.9,7975,1200,7950,48700,1e+09,1e+09,79100000,1400,43300,"",0,0,0,NA,NA
