"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,3147607,"2022-07-08T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-18APM16000D232------------",9400,0,0,9675,9450,9575,175,866000,8277787500,1179,777.8,9575,2100,9550,5800,1924688333,1924688333,390711732,271900,362600,"",0,0,0,NA,NA
"2",2,3147608,"2022-07-08T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614------------",216,0,0,220,202,202,-14,54368400,11204272200,5016,446.3,202,2356900,0,0,3935892857,3935892857,1342926643,210300,26800,"",0,0,0,NA,NA
"3",3,3147609,"2022-07-08T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412-----------X",6050,0,0,0,0,6050,0,0,0,0,1381.2,6050,800,5850,100,620806680,620806680,78594126,0,0,"",0,0,0,NA,NA
"4",4,3147610,"2022-07-08T00:00:00","ABMM","ABM Investama Tbk.","--M-1175000000C311------------",2180,0,0,2290,2200,2270,90,1412100,3191983000,1030,60.5,2270,2400,2260,30500,2753165000,2753165000,568803889,168000,223900,"",0,0,0,NA,NA
"5",5,3147611,"2022-07-08T00:00:00","ACES","Ace Hardware Indonesia Tbk.","XDM-187EMN0000E743------------",765,0,0,800,765,795,30,27379800,21452335000,3527,969.5,795,79400,790,791300,1.715e+10,1.715e+10,6835990000,7937100,9152000,"",0,0,0,NA,NA
"6",6,3147612,"2022-07-08T00:00:00","ACST","Acset Indonusa Tbk.","--U-1135000000J211------------",158,0,0,160,158,159,1,798100,126973700,164,11.7,160,318800,159,5000,12675160000,12675160000,2259981028,30000,0,"",0,0,0,NA,NA
"7",7,3147613,"2022-07-08T00:00:00","ADCP","Adhi Commuter Properti Tbk.","--U-1130000000H111------------",75,0,0,77,75,75,0,8053600,606094700,594,57.7,76,4037700,75,2199200,22222222200,22222222200,2222222220,0,0,"",0,0,0,NA,NA
"8",8,3147614,"2022-07-08T00:00:00","ADES","Akasha Wira International Tbk.","--U-2135000000D212------------",5975,0,0,6325,5900,6100,125,125800,761605000,291,316.9,6100,4000,6075,1500,589896800,589896800,48961434,9400,5900,"",0,0,0,NA,NA
"9",9,3147615,"2022-07-08T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1835K50000J211------------",720,0,0,725,710,715,-5,3635500,2603226000,898,561.5,720,126200,715,316100,3560849376,3560849376,1744816194,160200,827900,"",0,0,0,NA,NA
"10",10,3147616,"2022-07-08T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-111F200000G211------------",8000,0,0,8050,7950,7975,-25,65000,519460000,150,343,8025,6800,7975,3100,1e+09,1e+09,79100000,6600,0,"",0,0,0,NA,NA
"11",11,3147617,"2022-07-08T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",170,0,0,174,168,170,0,404900,68565300,67,15.2,171,4000,169,20000,3889179559,3889179559,520372225,0,0,"",0,0,0,NA,NA
"12",12,3147618,"2022-07-08T00:00:00","ADMR","Adaro Minerals Indonesia Tbk.","--U-2105000000A121------------",1700,0,0,1775,1715,1760,60,84365300,147527058000,9118,1760,1760,838100,1755,69400,40882331500,40882331500,6606584770,8423900,21249800,"",70,122500,5,NA,NA
"13",13,3147619,"2022-07-08T00:00:00","ADRO","Adaro Energy Indonesia Tbk.","--MO1XDAQ60000A121------------",2770,2850,2860,2880,2820,2830,60,90522000,257905682000,11516,257.3,2830,107000,2820,816200,31985962000,31985962000,13981063990,14760200,17202000,"",201,569240,9,NA,NA
