"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,3137336,"2022-06-21T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-183PM10000D232------------",9675,0,0,9975,9600,9900,225,2594400,25627615000,2349,804.3,9900,7700,9875,33700,1924688333,1924688333,390711732,618100,779400,"",4,39700,1,NA,NA
"2",2,3137337,"2022-06-21T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614---L--------",161,0,0,171,158,166,5,4772800,799984800,743,366.7,168,683500,166,855000,3935892857,3935892857,1342926643,814100,576100,"",0,0,0,NA,NA
"3",3,3137338,"2022-06-21T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","XDU-2105000000G412-----------X",5925,0,0,0,0,5925,0,0,0,0,1352.7,5925,2400,5525,200,620806680,620806680,78594126,0,0,"",0,0,0,NA,NA
"4",4,3137339,"2022-06-21T00:00:00","ABMM","ABM Investama Tbk.","--M-1115000000C311------------",2290,0,0,2420,2300,2410,120,3643200,8641912000,1175,64.3,2420,36000,2410,242500,2753165000,2753165000,568803889,237100,348900,"",0,0,0,NA,NA
"5",5,3137340,"2022-06-21T00:00:00","ACES","Ace Hardware Indonesia Tbk.","XDM-187EMN6000E743------------",775,0,0,800,760,765,-10,102427400,79665681500,9353,932.9,765,780100,760,1627100,1.715e+10,1.715e+10,6835990000,73300000,42932700,"",0,0,0,NA,NA
"6",6,3137341,"2022-06-21T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",162,0,0,164,162,164,2,1188900,194123900,163,12.1,164,305300,163,201200,12675160000,12675160000,2259981028,0,0,"",0,0,0,NA,NA
"7",7,3137342,"2022-06-21T00:00:00","ADCP","Adhi Commuter Properti Tbk.","--U-1130000000H111------------",77,0,0,79,77,78,1,10669300,830696600,678,60,78,4104400,77,6456300,22222222200,22222222200,2222222220,900,158800,"",0,0,0,NA,NA
"8",8,3137343,"2022-06-21T00:00:00","ADES","Akasha Wira International Tbk.","--U-2135000000D212------------",6375,0,0,6500,6350,6375,0,100300,640820000,173,331.2,6400,4500,6375,2900,589896800,589896800,48961434,1400,27800,"",0,0,0,NA,NA
"9",9,3137344,"2022-06-21T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1835K52000J211------------",735,0,0,760,735,735,0,5034200,3751193500,1309,577.2,740,117800,735,313700,3560849376,3560849376,1744816194,267600,546900,"",0,0,0,NA,NA
"10",10,3137345,"2022-06-21T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-1115200000G211------------",8050,0,0,8100,8000,8050,0,79400,639912500,92,346.2,8075,12300,8050,9200,1e+09,1e+09,79100000,3000,700,"",0,0,0,NA,NA
"11",11,3137346,"2022-06-21T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",172,0,0,176,171,175,3,166600,29046600,117,15.6,177,17700,175,23100,3889179559,3889179559,520372225,0,0,"",0,0,0,NA,NA
"12",12,3137347,"2022-06-21T00:00:00","ADMR","Adaro Minerals Indonesia Tbk.","--U-2135000000A121------------",1765,0,0,1815,1730,1760,-5,165844100,292092191000,21366,1760,1765,460000,1760,896800,40882331500,40882331500,6606584770,23280200,34015700,"",574,1008910,17,NA,NA
"13",13,3137348,"2022-06-21T00:00:00","ADRO","Adaro Energy Indonesia Tbk.","--MO1XD2Q60000A121------------",2930,3000,3010,3070,2970,3030,100,189107600,569227867000,20180,275.5,3040,4335700,3030,128900,31985962000,31985962000,13981063990,56336400,12034300,"",9758819,29346295230,28,NA,NA
"14",14,3137349,"2022-06-21T00:00:00","AGAR","Asia Sejahtera Mina Tbk.","--U-2130000000D231------------",330,0,0,324,320,324,-6,8500,2729800,15,294.5,328,1500,320,1500,1e+09,1e+09,250200000,0,0,"",0,0,0,NA,NA
"15",15,3137350,"2022-06-21T00:00:00","AGII","Aneka Gas Industri Tbk.","--M-1835F20000B111------------",1915,0,0,2000,1910,1975,60,4128800,8151744000,1635,179.5,1975,25500,1970,105300,3066660000,3066660000,597385368,1304200,1158300,"",0,0,0,NA,NA
"16",16,3137351,"2022-06-21T00:00:00","AGRO","Bank Raya Indonesia Tbk.","--U-1105000000G111------------",780,0,0,795,775,785,5,7519300,5888844000,1438,1307.9,790,317000,785,83400,22520272963,22520272963,3182083714,3294200,1016700,"",61,30500,1,NA,NA
"17",17,3137352,"2022-06-21T00:00:00","AGRS","Bank IBK Indonesia Tbk.","--U-2105000000G111------------",120,0,0,126,120,121,1,6026500,741097600,639,150.3,122,123300,121,527400,17481603282,17481603282,1363565056,10800,134100,"",0,0,0,NA,NA
"18",18,3137353,"2022-06-21T00:00:00","AHAP","Asuransi Harta Aman Pratama Tbk.","--U-2100000000G412------------",57,0,0,59,56,58,1,5147000,291741300,283,218.7,58,769800,57,1e+05,2.94e+09,2.94e+09,523026000,0,0,"",0,0,0,NA,NA
"19",19,3137354,"2022-06-21T00:00:00","AIMS","Akbar Indo Makmur Stimec Tbk","--U-2130000000A121------------",250,0,0,258,246,250,0,9800,2451800,18,200,254,100,250,5300,2.2e+08,2.2e+08,38786000,0,0,"",0,0,0,NA,NA
