"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2856086,"2021-01-04T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3EM2000012--------------",12325,0,0,13200,12000,13075,750,7612600,97245612500,5964,1062.2,13100,29400,13075,185400,1924688333,1924688333,1924688333,528400,1213900,"",281800,3425560800,1,NA,NA
"2",2,2856087,"2021-01-04T00:00:00","ABBA","Mahaka Media Tbk.","--U-210000000095---E----------",82,0,0,82,77,80,-2,35982000,2809137600,1693,140.4,80,2035000,79,374800,2755125000,2755125000,2755125000,0,650000,"",0,0,0,NA,NA
"3",3,2856088,"2021-01-04T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-210500000084--------------",5575,0,0,0,0,5575,0,0,0,0,1272.8,5575,300,5200,100,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2856089,"2021-01-04T00:00:00","ABMM","ABM Investama Tbk.","--U-110500000098--------------",760,0,0,790,760,780,20,199100,155115000,144,20.8,780,69200,775,23000,2753165000,2753165000,2753165000,0,100,"",0,0,0,NA,NA
"5",5,2856090,"2021-01-04T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--MO1UKPMN000093--------------",1715,1715,1715,1745,1670,1700,-15,12191600,20666216500,3615,2073.2,1705,2400,1700,269900,1.715e+10,1.715e+10,1.715e+10,8875300,5285400,"",2087300,3602679800,1,NA,NA
"6",6,2856091,"2021-01-04T00:00:00","ACST","Acset Indonusa Tbk.","--U-110000000062--------------",440,0,0,450,412,434,-6,110538100,46904192800,6006,32.1,436,446200,434,1682200,6425160000,6425160000,6425160000,7471500,15455800,"",0,0,0,NA,NA
"7",7,2856092,"2021-01-04T00:00:00","ADES","Akasha Wira International Tbk.","--U-213000000051--------------",1460,0,0,1515,1450,1500,40,97100,144326500,110,77.9,1505,14900,1500,29400,589896800,589896800,589896800,10000,0,"",0,0,0,NA,NA
"8",8,2856093,"2021-01-04T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-183580000062--------------",1535,0,0,1610,1505,1610,75,46208500,72763918500,6425,1264.4,1615,534200,1610,868400,3560849376,3560849376,3560849376,1994900,1518100,"",0,0,0,NA,NA
"9",9,2856094,"2021-01-04T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F00000082--------------",8975,0,0,9000,8750,8850,-125,217100,1927945000,292,380.6,8875,14500,8850,12400,1e+09,1e+09,1e+09,1000,100,"",0,0,0,NA,NA
"10",10,2856095,"2021-01-04T00:00:00","ADMG","Polychem Indonesia Tbk","--U-113000000034--------------",234,0,0,234,218,218,-16,2586100,565201800,322,19.5,218,5148400,0,0,3889179559,3889179559,3889179559,0,27000,"",0,0,0,NA,NA
