,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2691145,2020-01-27T00:00:00,AALI,Astra Agro Lestari Tbk.,--S1K--1,12075.0,0.0,0.0,12075.0,11500.0,11575.0,-500.0,1244400.0,14385647500.0,1321.0,940.3,11575.0,198400.0,11550.0,22100.0,1924688333.0,1924688333.0,1924688333.0,91100.0,142100.0,,300000.0,3261433075.0,2.0,,
1,2,2691146,2020-01-27T00:00:00,ABBA,Mahaka Media Tbk.,--U9---2,91.0,0.0,0.0,92.0,81.0,86.0,-5.0,10330600.0,905780000.0,674.0,150.9,86.0,327500.0,85.0,1181300.0,2755125000.0,2755125000.0,2755125000.0,0.0,0.0,,0.0,0.0,0.0,,
2,3,2691147,2020-01-27T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,6800.0,0.0,0.0,0.0,0.0,6800.0,0.0,0.0,0.0,0.0,1552.4,6800.0,300.0,5450.0,100.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2691148,2020-01-27T00:00:00,ABMM,ABM Investama Tbk.,--U9---1,1480.0,0.0,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,0.0,39.5,1480.0,4600.0,1450.0,100.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2691149,2020-01-27T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--S9KB-1,1630.0,0.0,0.0,1630.0,1570.0,1625.0,-5.0,13462000.0,21683976000.0,2552.0,1981.7,1625.0,906200.0,1620.0,120300.0,17150000000.0,17150000000.0,17150000000.0,3722800.0,8275000.0,,72.0,117000.0,1.0,,
5,6,2691150,2020-01-27T00:00:00,ACST,Acset Indonusa Tbk.,--U6---1,965.0,0.0,0.0,1000.0,900.0,1000.0,35.0,271500.0,262769000.0,87.0,42.0,1000.0,72600.0,900.0,1200.0,700000000.0,700000000.0,700000000.0,103300.0,0.0,,0.0,0.0,0.0,,
6,7,2691151,2020-01-27T00:00:00,ADES,Akasha Wira International Tbk.,--U5---2,990.0,0.0,0.0,985.0,950.0,980.0,-10.0,9000.0,8754000.0,17.0,50.9,975.0,34800.0,940.0,600.0,589896800.0,589896800.0,589896800.0,0.0,0.0,,0.0,0.0,0.0,,
7,8,2691152,2020-01-27T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--U6K--1,1085.0,0.0,0.0,1090.0,1025.0,1025.0,-60.0,11548600.0,12183459500.0,1717.0,805.0,1030.0,102500.0,1025.0,88900.0,3560849376.0,3560849376.0,3560849376.0,1304000.0,26000.0,,550000.0,495000000.0,3.0,,
8,9,2691153,2020-01-27T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,10250.0,0.0,0.0,10325.0,10025.0,10200.0,-50.0,182900.0,1857325000.0,100.0,438.7,10200.0,3000.0,10175.0,500.0,1000000000.0,1000000000.0,1000000000.0,4000.0,0.0,,0.0,0.0,0.0,,
9,10,2691154,2020-01-27T00:00:00,ADMG,Polychem Indonesia Tbk,--U3---1,175.0,0.0,0.0,175.0,169.0,170.0,-5.0,409800.0,69622400.0,64.0,15.2,170.0,49800.0,169.0,6600.0,3889179559.0,3889179559.0,3889179559.0,97100.0,0.0,,0.0,0.0,0.0,,
10,11,2691155,2020-01-27T00:00:00,ADRO,Adaro Energy Tbk.,--S2BXO1,1380.0,1370.0,1370.0,1370.0,1290.0,1295.0,-85.0,42333400.0,55851006000.0,4857.0,117.7,1300.0,87300.0,1295.0,4800.0,31985962000.0,31985962000.0,31985962000.0,7075500.0,2696300.0,,123.0,161285.0,2.0,,
11,12,2691156,2020-01-27T00:00:00,AGAR,Asia Sejahtera Mina Tbk.,--U9---2,388.0,0.0,0.0,390.0,384.0,384.0,-4.0,279600.0,107947600.0,41.0,349.1,388.0,400.0,384.0,11800.0,1000000000.0,250000000.0,1000000000.0,0.0,0.0,,0.0,0.0,0.0,,
12,13,2691157,2020-01-27T00:00:00,AGII,Aneka Gas Industri Tbk.,--S3---1,600.0,0.0,0.0,630.0,595.0,595.0,-5.0,33600.0,20035500.0,15.0,54.1,600.0,65300.0,595.0,28600.0,3066660000.0,3066660000.0,3066660000.0,0.0,0.0,,0.0,0.0,0.0,,
13,14,2691158,2020-01-27T00:00:00,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M8---1,168.0,0.0,0.0,168.0,157.0,160.0,-8.0,2827200.0,456809900.0,496.0,261.4,161.0,10700.0,160.0,38800.0,21129857328.0,21129857328.0,21129857328.0,200.0,0.0,,174400.0,20056000.0,1.0,,
14,15,2691159,2020-01-27T00:00:00,AGRS,Bank IBK Indonesia Tbk.,--U8---2,163.0,0.0,0.0,163.0,159.0,159.0,-4.0,10600.0,1688300.0,11.0,144.5,159.0,2000.0,156.0,500.0,7037266148.0,7037266148.0,7037266148.0,0.0,8400.0,,0.0,0.0,0.0,,
15,16,2691160,2020-01-27T00:00:00,AHAP,Asuransi Harta Aman Pratama Tbk.,--U8---2,59.0,0.0,0.0,66.0,59.0,60.0,1.0,2495700.0,153018700.0,408.0,226.2,60.0,108800.0,59.0,151000.0,2940000000.0,2940000000.0,2940000000.0,0.0,0.0,,0.0,0.0,0.0,,
16,17,2691161,2020-01-27T00:00:00,AIMS,Akbar Indo Makmur Stimec Tbk,--U9---2,180.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,220000000.0,220000000.0,220000000.0,0.0,0.0,,0.0,0.0,0.0,,
17,18,2691162,2020-01-27T00:00:00,AISA,Tiga Pilar Sejahtera Food Tbk.,--U5---1,168.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,3218600000.0,3218600000.0,3218600000.0,0.0,0.0,,0.0,0.0,0.0,,
