"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2931520,"2021-06-02T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3EM00000D232------------",8825,0,0,9100,8825,9075,250,2188500,19736967500,1763,737.2,9100,120400,9075,42100,1924688333,1924688333,1924688333,241500,358800,"",166,1497424,2,NA,NA
"2",2,2931521,"2021-06-02T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614-E----------",246,0,0,270,232,232,-14,246425300,61952314600,15265,407,232,2604800,230,5053300,2755125000,2755125000,2755125000,24511400,7495500,"",0,0,0,NA,NA
"3",3,2931522,"2021-06-02T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",7050,0,0,0,0,7050,0,0,0,0,1609.5,7050,3700,6575,100,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2931523,"2021-06-02T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311------------",825,0,0,925,825,855,30,1076400,960531000,296,22.8,855,37200,845,1300,2753165000,2753165000,2753165000,0,0,"",0,0,0,NA,NA
"5",5,2931524,"2021-06-02T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--MO1U7PMN0000E743------------",1495,1510,1510,1550,1505,1530,35,21066800,32291194000,5102,1865.9,1535,74500,1530,11800,1.715e+10,1.715e+10,1.715e+10,5090400,18862200,"",0,0,0,NA,NA
"6",6,2931525,"2021-06-02T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",238,0,0,260,240,254,16,21073300,5281964600,2276,18.8,254,876700,252,558600,6425160000,6425160000,6425160000,963000,3464200,"",0,0,0,NA,NA
"7",7,2931526,"2021-06-02T00:00:00","ADES","Akasha Wira International Tbk.","--U-2130000000D212------------",2000,0,0,2020,1895,1940,-60,295900,577451500,209,100.8,1945,500,1925,300,589896800,589896800,589896800,0,0,"",0,0,0,NA,NA
"8",8,2931527,"2021-06-02T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1135400000J211------------",975,0,0,1030,975,1025,50,21047100,21277615000,2958,805,1025,46800,1020,83600,3560849376,3560849376,3560849376,5010900,5217400,"",0,0,0,NA,NA
"9",9,2931528,"2021-06-02T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F000000G211------------",8025,0,0,8100,8000,8075,50,71900,577205000,181,347.3,8075,700,8050,100,1e+09,1e+09,1e+09,3300,400,"",0,0,0,NA,NA
"10",10,2931529,"2021-06-02T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",161,0,0,164,160,162,1,500600,81208700,116,14.5,162,26900,161,17000,3889179559,3889179559,3889179559,0,0,"",0,0,0,NA,NA
