,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2734979,2020-04-27T00:00:00,AALI,Astra Agro Lestari Tbk.,--M1K--1,5475.0,0.0,0.0,5700.0,5375.0,5550.0,75.0,1654700.0,9115240000.0,1131.0,450.9,5575.0,6100.0,5550.0,71400.0,1924688333.0,1924688333.0,1924688333.0,63300.0,179400.0,,0.0,0.0,0.0,,
1,2,2734980,2020-04-27T00:00:00,ABBA,Mahaka Media Tbk.,--U9---2,50.0,0.0,0.0,51.0,50.0,51.0,1.0,6343800.0,317556400.0,142.0,89.5,51.0,5770100.0,50.0,8160300.0,2755125000.0,2755125000.0,2755125000.0,0.0,0.0,,0.0,0.0,0.0,,
2,3,2734981,2020-04-27T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,5575.0,0.0,0.0,0.0,0.0,5575.0,0.0,0.0,0.0,0.0,1272.8,6650.0,100.0,0.0,0.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2734982,2020-04-27T00:00:00,ABMM,ABM Investama Tbk.,--U9---1,1470.0,0.0,0.0,1440.0,1440.0,1440.0,-30.0,100.0,144000.0,1.0,38.4,1440.0,400.0,0.0,0.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2734983,2020-04-27T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--M9B3-1,1390.0,0.0,0.0,1515.0,1375.0,1490.0,100.0,18046000.0,26590748500.0,5061.0,1817.1,1490.0,599800.0,1485.0,3600.0,17150000000.0,17150000000.0,17150000000.0,8943300.0,10347100.0,,20210200.0,28395145200.0,3.0,,
5,6,2734984,2020-04-27T00:00:00,ACST,Acset Indonusa Tbk.,--U6---1,266.0,0.0,0.0,266.0,248.0,258.0,-8.0,1461600.0,368881200.0,234.0,10.8,258.0,81000.0,256.0,37700.0,700000000.0,700000000.0,700000000.0,0.0,0.0,,0.0,0.0,0.0,,
6,7,2734985,2020-04-27T00:00:00,ADES,Akasha Wira International Tbk.,--U5---2,730.0,0.0,0.0,740.0,715.0,730.0,0.0,37700.0,27507000.0,16.0,37.9,740.0,100.0,730.0,500.0,589896800.0,589896800.0,589896800.0,0.0,0.0,,0.0,0.0,0.0,,
7,8,2734986,2020-04-27T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--M6K--1,535.0,0.0,0.0,540.0,498.0,515.0,-20.0,20459500.0,10418803300.0,1838.0,404.5,520.0,161700.0,515.0,62700.0,3560849376.0,3560849376.0,3560849376.0,715800.0,192500.0,,0.0,0.0,0.0,,
8,9,2734987,2020-04-27T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,XDU8---1,5625.0,0.0,0.0,5650.0,5450.0,5525.0,-100.0,321900.0,1790002500.0,535.0,237.6,5550.0,2700.0,5525.0,200.0,1000000000.0,1000000000.0,1000000000.0,62000.0,95900.0,,0.0,0.0,0.0,,
9,10,2734988,2020-04-27T00:00:00,ADMG,Polychem Indonesia Tbk,--U3---1,98.0,0.0,0.0,98.0,97.0,98.0,0.0,652300.0,63918500.0,41.0,8.7,98.0,1700.0,97.0,39100.0,3889179559.0,3889179559.0,3889179559.0,575500.0,370200.0,,0.0,0.0,0.0,,
