,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2726667,2020-04-08T00:00:00,AALI,Astra Agro Lestari Tbk.,--M1K--1,6600.0,0.0,0.0,6850.0,6275.0,6400.0,-200.0,4360200.0,28028397500.0,2023.0,519.9,6475.0,8400.0,6400.0,231200.0,1924688333.0,1924688333.0,1924688333.0,703900.0,92600.0,,30000.0,201000000.0,3.0,,
1,2,2726668,2020-04-08T00:00:00,ABBA,Mahaka Media Tbk.,--U9---2,55.0,0.0,0.0,55.0,52.0,52.0,-3.0,12830200.0,670209600.0,513.0,91.2,52.0,1661100.0,0.0,0.0,2755125000.0,2755125000.0,2755125000.0,0.0,0.0,,0.0,0.0,0.0,,
2,3,2726669,2020-04-08T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,5575.0,0.0,0.0,0.0,0.0,5575.0,0.0,0.0,0.0,0.0,1272.8,6675.0,3100.0,0.0,0.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2726670,2020-04-08T00:00:00,ABMM,ABM Investama Tbk.,--U9---1,1445.0,0.0,0.0,0.0,0.0,1445.0,0.0,0.0,0.0,0.0,38.5,1435.0,700.0,1355.0,1000.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2726671,2020-04-08T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--M9B3-1,1325.0,0.0,0.0,1320.0,1235.0,1235.0,-90.0,13241500.0,16421032000.0,3772.0,1506.1,1235.0,3754700.0,0.0,0.0,17150000000.0,17150000000.0,17150000000.0,9946100.0,5087300.0,,2765680.0,3590482000.0,3.0,,
5,6,2726672,2020-04-08T00:00:00,ACST,Acset Indonusa Tbk.,--U6---1,300.0,0.0,0.0,350.0,300.0,322.0,22.0,28140200.0,9199551600.0,4490.0,13.5,324.0,144000.0,322.0,286600.0,700000000.0,700000000.0,700000000.0,224400.0,372400.0,,0.0,0.0,0.0,,
6,7,2726673,2020-04-08T00:00:00,ADES,Akasha Wira International Tbk.,--U5---2,735.0,0.0,0.0,775.0,700.0,730.0,-5.0,53400.0,38450000.0,31.0,37.9,730.0,7800.0,700.0,6600.0,589896800.0,589896800.0,589896800.0,0.0,4700.0,,0.0,0.0,0.0,,
7,8,2726674,2020-04-08T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--M6K--1,630.0,0.0,0.0,640.0,590.0,590.0,-40.0,42114700.0,25304262000.0,2782.0,463.4,590.0,493000.0,0.0,0.0,3560849376.0,3560849376.0,3560849376.0,8990600.0,195300.0,,0.0,0.0,0.0,,
8,9,2726675,2020-04-08T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,CDU8---1,8000.0,0.0,0.0,8275.0,7800.0,8000.0,0.0,3050600.0,24447415000.0,2527.0,344.1,8025.0,1300.0,8000.0,200100.0,1000000000.0,1000000000.0,1000000000.0,4700.0,55100.0,,22.0,172700.0,1.0,,
9,10,2726676,2020-04-08T00:00:00,ADMG,Polychem Indonesia Tbk,--U3---1,105.0,0.0,0.0,105.0,100.0,100.0,-5.0,308600.0,31056400.0,30.0,8.9,103.0,49500.0,100.0,162800.0,3889179559.0,3889179559.0,3889179559.0,80300.0,0.0,,0.0,0.0,0.0,,
10,11,2726677,2020-04-08T00:00:00,ADRO,Adaro Energy Tbk.,--M2BX-1,1140.0,0.0,0.0,1150.0,1065.0,1065.0,-75.0,44442400.0,47652534500.0,5520.0,96.8,1065.0,2042500.0,0.0,0.0,31985962000.0,31985962000.0,31985962000.0,10577100.0,21072600.0,,950500.0,964740000.0,4.0,,
