,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2693851,2020-01-31T00:00:00,AALI,Astra Agro Lestari Tbk.,--S1K--1,11925.0,0.0,0.0,11925.0,11525.0,11875.0,-50.0,457500.0,5336775000.0,736.0,964.7,11875.0,29100.0,11775.0,2300.0,1924688333.0,1924688333.0,1924688333.0,38300.0,160600.0,,46.0,546250.0,1.0,,
1,2,2693852,2020-01-31T00:00:00,ABBA,Mahaka Media Tbk.,--U9---2,80.0,0.0,0.0,82.0,75.0,76.0,-4.0,6361400.0,492962900.0,967.0,133.3,77.0,603100.0,76.0,266400.0,2755125000.0,2755125000.0,2755125000.0,0.0,0.0,,0.0,0.0,0.0,,
2,3,2693853,2020-01-31T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,6800.0,0.0,0.0,0.0,0.0,6800.0,0.0,0.0,0.0,0.0,1552.4,7000.0,802700.0,5450.0,100.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2693854,2020-01-31T00:00:00,ABMM,ABM Investama Tbk.,--U9---1,1445.0,0.0,0.0,0.0,0.0,1445.0,0.0,0.0,0.0,0.0,38.5,1445.0,300.0,1160.0,8400.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2693855,2020-01-31T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--S9KB-1,1565.0,0.0,0.0,1720.0,1530.0,1720.0,155.0,45764800.0,74856955000.0,4380.0,2097.6,1720.0,3502700.0,1715.0,390000.0,17150000000.0,17150000000.0,17150000000.0,22765700.0,6807700.0,,2085.0,765400.0,8.0,,
5,6,2693856,2020-01-31T00:00:00,ACST,Acset Indonusa Tbk.,--U6---1,930.0,0.0,0.0,920.0,865.0,910.0,-20.0,70400.0,63046500.0,56.0,38.2,900.0,800.0,865.0,700.0,700000000.0,700000000.0,700000000.0,16000.0,0.0,,0.0,0.0,0.0,,
6,7,2693857,2020-01-31T00:00:00,ADES,Akasha Wira International Tbk.,--U5---2,970.0,0.0,0.0,970.0,955.0,970.0,0.0,1500.0,1452000.0,6.0,50.4,970.0,4400.0,955.0,1100.0,589896800.0,589896800.0,589896800.0,0.0,0.0,,0.0,0.0,0.0,,
7,8,2693858,2020-01-31T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--U6K--1,1030.0,0.0,0.0,1070.0,1010.0,1030.0,0.0,4842500.0,4996934500.0,1070.0,808.9,1030.0,258200.0,1025.0,102700.0,3560849376.0,3560849376.0,3560849376.0,779200.0,0.0,,0.0,0.0,0.0,,
8,9,2693859,2020-01-31T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,9950.0,0.0,0.0,10100.0,9825.0,10050.0,100.0,203300.0,2030117500.0,114.0,432.3,10050.0,39400.0,9925.0,2200.0,1000000000.0,1000000000.0,1000000000.0,25100.0,17200.0,,50000.0,497500000.0,1.0,,
9,10,2693860,2020-01-31T00:00:00,ADMG,Polychem Indonesia Tbk,--U3---1,160.0,0.0,0.0,176.0,156.0,173.0,13.0,1106700.0,177689600.0,55.0,15.4,173.0,248500.0,159.0,6800.0,3889179559.0,3889179559.0,3889179559.0,570000.0,549600.0,,0.0,0.0,0.0,,
