"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,3013399,"2021-11-01T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3PM00000D232------------",10725,0,0,10900,10575,10725,0,5059200,54382602500,4460,871.3,10725,9800,10700,16400,1924688333,1924688333,1464495353,529000,2369100,"",0,0,0,NA,NA
"2",2,3013400,"2021-11-01T00:00:00","ABBA","Mahaka Media Tbk.","--U-2105000000E614-E----------",505,0,0,515,470,470,-35,29389800,14128991100,2703,824.6,472,20000,470,2741900,2755125000,2755125000,2139630075,1034300,400900,"",0,0,0,NA,NA
"3",3,3013401,"2021-11-01T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",6950,0,0,0,0,6950,0,0,0,0,1586.7,6900,501800,0,0,620806680,620806680,504405428,0,0,"",0,0,0,NA,NA
"4",4,3013402,"2021-11-01T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311------------",1440,0,0,1460,1355,1455,15,10246200,14622878500,1241,38.8,1460,202600,1455,1018100,2753165000,2753165000,2013114248,627300,436600,"",0,0,0,NA,NA
"5",5,3013403,"2021-11-01T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--MO1S3EMN0000E743------------",1410,1405,1405,1440,1405,1425,15,8648600,12313363500,3118,1737.8,1425,106900,1420,645000,1.715e+10,1.715e+10,14056140000,2715600,2265100,"",35,49875,1,NA,NA
"6",6,3013404,"2021-11-01T00:00:00","ACST","Acset Indonusa Tbk.","--U-1135000000J211------------",258,0,0,262,256,256,-2,7401900,1912120800,786,18.9,258,136300,256,4346400,12675160000,12675160000,9550733060,1065200,106500,"",0,0,0,NA,NA
"7",7,3013405,"2021-11-01T00:00:00","ADES","Akasha Wira International Tbk.","--U-2135000000D212------------",2560,0,0,2570,2530,2570,10,253100,645975000,271,133.5,2580,8800,2570,9100,589896800,589896800,427616190,7800,50000,"",0,0,0,NA,NA
"8",8,3013406,"2021-11-01T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1835V50000J211------------",1050,0,0,1085,1035,1060,10,22411000,23790919500,3614,832.5,1060,42100,1055,513800,3560849376,3560849376,3016039421,2869900,764900,"",200,208000,1,NA,NA
"9",9,3013407,"2021-11-01T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F000000G211------------",7800,0,0,7850,7700,7775,-25,201700,1569285000,413,334.4,7775,1500,7750,34700,1e+09,1e+09,723800000,600,31400,"",0,0,0,NA,NA
"10",10,3013408,"2021-11-01T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",234,0,0,238,228,232,-2,1991300,464127400,348,20.7,232,595300,230,111100,3889179559,3889179559,2878381792,0,58300,"",0,0,0,NA,NA
"11",11,3013409,"2021-11-01T00:00:00","ADRO","Adaro Energy Tbk.","--MO1XD5U60000A121------------",1680,1655,1655,1710,1635,1685,5,82111500,138160234500,10460,153.2,1690,388700,1685,5653700,31985962000,31985962000,26583533018,23422400,23586700,"",2600255,4529030627,7,NA,NA
"12",12,3013410,"2021-11-01T00:00:00","AGAR","Asia Sejahtera Mina Tbk.","--U-2130000000D231------------",346,0,0,350,346,348,2,5600,1948600,18,316.4,350,5100,346,3000,1e+09,1e+09,775100000,0,0,"",0,0,0,NA,NA
"13",13,3013411,"2021-11-01T00:00:00","AGII","Aneka Gas Industri Tbk.","--M-1835400000B111------------",1450,0,0,1490,1430,1450,0,2400000,3509918000,1123,131.8,1455,16000,1450,43400,3066660000,3066660000,2324834946,174000,152500,"",0,0,0,NA,NA
"14",14,3013412,"2021-11-01T00:00:00","AGRO","Bank Rakyat Indonesia Agroniaga Tbk.","--U-1100000000G111------------",2110,0,0,2130,2050,2050,-60,26624100,55266781000,7264,3349.2,2060,266300,2050,2521000,21476054860,21476054860,15945970734,6422900,350100,"",0,0,0,NA,NA
"15",15,3013413,"2021-11-01T00:00:00","AGRS","Bank IBK Indonesia Tbk.","--U-2105000000G111------------",200,0,0,204,198,200,0,7453100,1487872900,871,248.4,200,1154500,199,644400,17481603282,17481603282,12441657056,200,4200,"",0,0,0,NA,NA
"16",16,3013414,"2021-11-01T00:00:00","AHAP","Asuransi Harta Aman Pratama Tbk.","--U-2100000000G412------------",65,0,0,69,65,67,2,18697400,1242568500,2158,252.6,67,908100,66,1305700,2.94e+09,2.94e+09,2216466000,0,0,"",0,0,0,NA,NA
"17",17,3013415,"2021-11-01T00:00:00","AIMS","Akbar Indo Makmur Stimec Tbk","--U-2130000000A121------------",500,0,0,525,505,505,5,2259200,1146979000,324,404,510,20500,500,114600,2.2e+08,2.2e+08,165616000,0,0,"",0,0,0,NA,NA
"18",18,3013416,"2021-11-01T00:00:00","AISA","FKS Food Sejahtera Tbk.","--U-1105000000D222------------",220,0,0,228,220,222,2,5123500,1147854400,589,27,224,451500,222,810500,9311800000,9311800000,7534177380,452900,285400,"",0,0,0,NA,NA
"19",19,3013417,"2021-11-01T00:00:00","AKKU","Anugerah Kagum Karya Utama Tbk.","--U-2130000000E512------------",50,0,0,50,50,50,0,22600,1130000,33,75.9,50,6849700,0,0,6449463636,6449463636,5013813031,0,0,"",0,0,0,NA,NA
