"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2933716,"2021-06-07T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3EM00000D232------------",9175,0,0,9325,9100,9125,-50,1377700,12653895000,1006,741.3,9150,111000,9125,7100,1924688333,1924688333,1924688333,354100,36000,"",0,0,0,NA,NA
"2",2,2933717,"2021-06-07T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614-E-L--------",234,0,0,238,230,232,-2,21816900,5082387000,2081,407,232,2761600,230,2051700,2755125000,2755125000,2755125000,802200,733000,"",0,0,0,NA,NA
"3",3,2933718,"2021-06-07T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",7050,0,0,0,0,7050,0,0,0,0,1609.5,7050,3600,6575,100,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2933719,"2021-06-07T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311------------",885,0,0,920,830,840,-45,367400,321091500,174,22.4,845,100,840,2200,2753165000,2753165000,2753165000,0,0,"",0,0,0,NA,NA
"5",5,2933720,"2021-06-07T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--MO1U7PMN0000E743M-----------",1535,1535,1540,1545,1485,1495,-40,10050300,15118661500,3169,1823.2,1500,3000,1495,54800,1.715e+10,1.715e+10,1.715e+10,6398600,4178700,"",0,0,0,NA,NA
"6",6,2933721,"2021-06-07T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",260,0,0,262,250,252,-8,11429100,2901923800,1056,18.6,254,10200,252,511400,6425160000,6425160000,6425160000,455200,1331800,"",0,0,0,NA,NA
"7",7,2933722,"2021-06-07T00:00:00","ADES","Akasha Wira International Tbk.","--U-2130000000D212------------",1955,0,0,1995,1945,1945,-10,89900,175900500,70,101,1950,8900,1945,300,589896800,589896800,589896800,15000,0,"",0,0,0,NA,NA
"8",8,2933723,"2021-06-07T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1135400000J211------------",1025,0,0,1045,1005,1015,-10,6841000,7027875500,1378,797.1,1015,161300,1010,260100,3560849376,3560849376,3560849376,299900,1022200,"",0,0,0,NA,NA
"9",9,2933724,"2021-06-07T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F000000G211------------",8100,0,0,8125,8075,8100,0,73800,597967500,112,348.4,8100,7300,8075,4500,1e+09,1e+09,1e+09,2300,300,"",0,0,0,NA,NA
"10",10,2933725,"2021-06-07T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",161,0,0,163,158,158,-3,664000,105859800,157,14.1,159,20000,158,94000,3889179559,3889179559,3889179559,0,0,"",0,0,0,NA,NA
