,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2755800,2020-06-10T00:00:00,AALI,Astra Agro Lestari Tbk.,--M1K--1,8900.0,0.0,0.0,8975.0,8600.0,8600.0,-300.0,3422800.0,29970205000.0,1969.0,698.6,8650.0,71500.0,8600.0,44600.0,1924688333.0,1924688333.0,1924688333.0,182300.0,15600.0,,200.0,1750000.0,1.0,,
1,2,2755801,2020-06-10T00:00:00,ABBA,Mahaka Media Tbk.,--U9---2,53.0,0.0,0.0,54.0,50.0,51.0,-2.0,4486900.0,229740100.0,232.0,89.5,52.0,911300.0,51.0,377700.0,2755125000.0,2755125000.0,2755125000.0,0.0,0.0,,0.0,0.0,0.0,,
2,3,2755802,2020-06-10T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,5750.0,0.0,0.0,0.0,0.0,5750.0,0.0,0.0,0.0,0.0,1312.7,5500.0,1000.0,0.0,0.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2755803,2020-06-10T00:00:00,ABMM,ABM Investama Tbk.,--U9---1,1540.0,0.0,0.0,0.0,0.0,1540.0,0.0,0.0,0.0,0.0,41.1,1535.0,500.0,0.0,0.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2755804,2020-06-10T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--M9B3-1,1485.0,0.0,0.0,1505.0,1470.0,1495.0,10.0,8890000.0,13299482000.0,2269.0,1823.2,1500.0,121000.0,1495.0,558800.0,17150000000.0,17150000000.0,17150000000.0,5531000.0,3787600.0,,1000000.0,1500000000.0,1.0,,
5,6,2755805,2020-06-10T00:00:00,ACST,Acset Indonusa Tbk.,--U6---1,292.0,0.0,0.0,292.0,272.0,272.0,-20.0,2892800.0,800565800.0,376.0,11.4,272.0,47100.0,0.0,0.0,700000000.0,700000000.0,700000000.0,0.0,0.0,,0.0,0.0,0.0,,
6,7,2755806,2020-06-10T00:00:00,ADES,Akasha Wira International Tbk.,--U5---2,895.0,0.0,0.0,885.0,835.0,855.0,-40.0,113400.0,96526000.0,79.0,44.4,860.0,2200.0,855.0,3800.0,589896800.0,589896800.0,589896800.0,0.0,0.0,,0.0,0.0,0.0,,
7,8,2755807,2020-06-10T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--M6K--1,660.0,0.0,0.0,670.0,625.0,640.0,-20.0,33337400.0,21472938500.0,3659.0,502.6,640.0,431100.0,635.0,2681000.0,3560849376.0,3560849376.0,3560849376.0,743500.0,2234800.0,,0.0,0.0,0.0,,
8,9,2755808,2020-06-10T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,7250.0,0.0,0.0,7250.0,6975.0,7175.0,-75.0,316900.0,2237257500.0,466.0,308.6,7175.0,6100.0,7050.0,900.0,1000000000.0,1000000000.0,1000000000.0,17500.0,118400.0,,0.0,0.0,0.0,,
9,10,2755809,2020-06-10T00:00:00,ADMG,Polychem Indonesia Tbk,--U3---1,107.0,0.0,0.0,108.0,100.0,100.0,-7.0,1173500.0,119810600.0,121.0,8.9,101.0,27900.0,100.0,26000.0,3889179559.0,3889179559.0,3889179559.0,0.0,0.0,,0.0,0.0,0.0,,
10,11,2755810,2020-06-10T00:00:00,ADRO,Adaro Energy Tbk.,XDM2BX-1,1180.0,0.0,0.0,1180.0,1100.0,1100.0,-80.0,65467500.0,73798906500.0,8453.0,100.0,1105.0,101500.0,1100.0,598600.0,31985962000.0,31985962000.0,31985962000.0,12582100.0,10377400.0,,103.0,122465.0,2.0,,
11,12,2755811,2020-06-10T00:00:00,AGAR,Asia Sejahtera Mina Tbk.,--U9---2,478.0,0.0,0.0,560.0,490.0,490.0,12.0,11800.0,5799000.0,10.0,445.5,490.0,2800.0,450.0,100.0,1000000000.0,250000000.0,1000000000.0,0.0,0.0,,0.0,0.0,0.0,,
12,13,2755812,2020-06-10T00:00:00,AGII,Aneka Gas Industri Tbk.,--M3---1,530.0,0.0,0.0,530.0,494.0,494.0,-36.0,334500.0,166026600.0,110.0,44.9,498.0,1500.0,494.0,117700.0,3066660000.0,3066660000.0,3066660000.0,0.0,204500.0,,0.0,0.0,0.0,,
13,14,2755813,2020-06-10T00:00:00,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M8---1,135.0,0.0,0.0,139.0,126.0,128.0,-7.0,16915100.0,2218402400.0,873.0,209.1,129.0,135000.0,128.0,24000.0,21129857328.0,21129857328.0,21129857328.0,51900.0,0.0,,0.0,0.0,0.0,,
14,15,2755814,2020-06-10T00:00:00,AGRS,Bank IBK Indonesia Tbk.,--U8---2,110.0,0.0,0.0,114.0,104.0,104.0,-6.0,38500.0,4038500.0,18.0,94.5,108.0,10000.0,104.0,48500.0,11154923542.0,11154923542.0,11728776913.0,0.0,0.0,,0.0,0.0,0.0,,
15,16,2755815,2020-06-10T00:00:00,AHAP,Asuransi Harta Aman Pratama Tbk.,--U8---2,50.0,0.0,0.0,50.0,50.0,50.0,0.0,13000.0,650000.0,9.0,188.5,50.0,49000.0,0.0,0.0,2940000000.0,2940000000.0,2940000000.0,0.0,0.0,,0.0,0.0,0.0,,
16,17,2755816,2020-06-10T00:00:00,AIMS,Akbar Indo Makmur Stimec Tbk,--U9---2,180.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,220000000.0,220000000.0,220000000.0,0.0,0.0,,0.0,0.0,0.0,,
17,18,2755817,2020-06-10T00:00:00,AISA,Tiga Pilar Sejahtera Food Tbk.,--U5---1,168.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,4787500000.0,4787500000.0,4787500000.0,0.0,0.0,,0.0,0.0,0.0,,
18,19,2755818,2020-06-10T00:00:00,AKKU,Anugerah Kagum Karya Utama Tbk.,--U9---2,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,75.9,50.0,4629200.0,0.0,0.0,6449463636.0,6449463636.0,6449463636.0,0.0,0.0,,0.0,0.0,0.0,,
19,20,2755819,2020-06-10T00:00:00,AKPI,Argha Karya Prima Industry Tbk.,--U3---2,370.0,0.0,0.0,370.0,370.0,370.0,0.0,100.0,37000.0,1.0,48.8,370.0,10700.0,348.0,4800.0,680000000.0,680000000.0,680000000.0,0.0,0.0,,0.0,0.0,0.0,,
20,21,2755820,2020-06-10T00:00:00,AKRA,AKR Corporindo Tbk.,XDM9XX-1,2520.0,0.0,0.0,2520.0,2350.0,2350.0,-170.0,25251300.0,60629870000.0,3608.0,1872.9,2350.0,396800.0,0.0,0.0,4014694920.0,4014694920.0,4014694920.0,3755300.0,1082000.0,,2000000.0,4800000000.0,1.0,,
21,22,2755821,2020-06-10T00:00:00,AKSI,Maming Enam Sembilan Mineral Tbk.,--U7---2,182.0,0.0,0.0,244.0,182.0,240.0,58.0,297600.0,65540300.0,168.0,120.0,0.0,0.0,240.0,8600.0,720000000.0,720000000.0,720000000.0,7200.0,2000.0,,0.0,0.0,0.0,,
22,23,2755822,2020-06-10T00:00:00,ALDO,Alkindo Naratama Tbk.,--U3---2,396.0,0.0,0.0,396.0,396.0,396.0,0.0,200.0,79200.0,1.0,290.2,392.0,100.0,372.0,2500.0,1100000000.0,1100000000.0,1100000000.0,0.0,0.0,,0.0,0.0,0.0,,
23,24,2755823,2020-06-10T00:00:00,ALKA,Alakasa Industrindo Tbk,--U3---2,376.0,0.0,0.0,388.0,388.0,388.0,12.0,100.0,38800.0,1.0,65.3,380.0,2600.0,0.0,0.0,507665055.0,507665055.0,507665055.0,0.0,0.0,,0.0,0.0,0.0,,
24,25,2755824,2020-06-10T00:00:00,ALMI,Alumindo Light Metal Industry Tbk.,--U3---2,238.0,0.0,0.0,240.0,222.0,238.0,0.0,11100.0,2480000.0,7.0,36.6,236.0,2000.0,222.0,300.0,616000000.0,616000000.0,616000000.0,100.0,0.0,,0.0,0.0,0.0,,
25,26,2755825,2020-06-10T00:00:00,ALTO,Tri Banyan Tirta Tbk.,--U5---1,384.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,191.9,360.0,100.0,358.0,2300.0,2191870558.0,2191870558.0,2191870558.0,0.0,0.0,,0.0,0.0,0.0,,
26,27,2755826,2020-06-10T00:00:00,AMAG,Asuransi Multi Artha Guna Tbk.,--U8---2,290.0,0.0,0.0,294.0,270.0,290.0,0.0,6500.0,1789800.0,5.0,276.2,280.0,5000.0,270.0,200.0,5001552516.0,5001552516.0,5001552516.0,0.0,0.0,,406000.0,101500000.0,1.0,,
27,28,2755827,2020-06-10T00:00:00,AMAN,Makmur Berkah Amanda Tbk.,--U6---1,200.0,0.0,0.0,200.0,198.0,199.0,-1.0,228500.0,45677500.0,13.0,180.9,200.0,136700.0,199.0,500.0,3873500000.0,715000000.0,3873500000.0,0.0,0.0,,0.0,0.0,0.0,,
28,29,2755828,2020-06-10T00:00:00,AMAR,Bank Amar Indonesia Tbk.,--U8---2,342.0,0.0,0.0,390.0,326.0,330.0,-12.0,501700.0,184359800.0,245.0,189.7,330.0,12900.0,328.0,15300.0,7954749000.0,7930000000.0,7954749000.0,0.0,0.0,,0.0,0.0,0.0,,
29,30,2755829,2020-06-10T00:00:00,AMFG,Asahimas Flat Glass Tbk.,--U3---1,3100.0,0.0,0.0,3000.0,2950.0,2950.0,-150.0,23000.0,68130000.0,3.0,120.4,2950.0,2000.0,2910.0,100.0,434000000.0,434000000.0,434000000.0,0.0,0.0,,0.0,0.0,0.0,,
30,31,2755830,2020-06-10T00:00:00,AMIN,Ateliers Mecaniques D Indonesie Tbk.,--U4---2,398.0,0.0,0.0,396.0,396.0,396.0,-2.0,500.0,198000.0,3.0,309.4,372.0,2400.0,0.0,0.0,1080000000.0,1080000000.0,1080000000.0,0.0,0.0,,0.0,0.0,0.0,,
31,32,2755831,2020-06-10T00:00:00,AMOR,Ashmore Asset Management Indonesia Tbk.,--U8---2,1970.0,0.0,0.0,1975.0,1960.0,1975.0,5.0,1200.0,2359500.0,6.0,103.9,1980.0,12900.0,1975.0,300.0,1111111200.0,1109269200.0,1111111200.0,0.0,0.0,,0.0,0.0,0.0,,
32,33,2755832,2020-06-10T00:00:00,AMRT,Sumber Alfaria Trijaya Tbk.,XDM9---1,835.0,0.0,0.0,855.0,835.0,840.0,5.0,68900.0,57853500.0,69.0,2143.5,850.0,1900.0,835.0,35600.0,41524501700.0,41524501700.0,41524501700.0,42800.0,0.0,,0.0,0.0,0.0,,
