"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,3149195,"2022-07-12T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-18APM16000D232------------",9475,0,0,9500,9300,9375,-100,1521800,14265342500,1780,761.6,9375,23300,9350,29000,1924688333,1924688333,390711732,726500,570300,"",99,928350,2,NA,NA
"2",2,3149196,"2022-07-12T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614------------",196,0,0,214,196,210,14,47582300,9868990000,4406,463.9,212,1671000,210,667200,3935892857,3935892857,1342926643,43100,84900,"",0,0,0,NA,NA
"3",3,3149197,"2022-07-12T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412-----------X",6050,0,0,6150,6025,6150,100,1500,9132500,4,1404,6050,700,0,0,620806680,620806680,78594126,1100,0,"",0,0,0,NA,NA
"4",4,3149198,"2022-07-12T00:00:00","ABMM","ABM Investama Tbk.","--M-1175000000C311------------",2240,0,0,2370,2250,2350,110,1483400,3456563000,1034,62.7,2350,8700,2340,11300,2753165000,2753165000,568803889,317400,264800,"",4,9080,1,NA,NA
"5",5,3149199,"2022-07-12T00:00:00","ACES","Ace Hardware Indonesia Tbk.","XDM-187EMN0000E743------------",775,0,0,780,765,770,-5,11920100,9189318500,2073,939,770,514900,765,872300,1.715e+10,1.715e+10,6835990000,1026900,4432400,"",0,0,0,NA,NA
"6",6,3149200,"2022-07-12T00:00:00","ACST","Acset Indonusa Tbk.","--U-1135000000J211------------",160,0,0,161,158,159,-1,6261100,993692600,254,11.7,160,1702900,159,155000,12675160000,12675160000,2259981028,0,0,"",0,0,0,NA,NA
"7",7,3149201,"2022-07-12T00:00:00","ADCP","Adhi Commuter Properti Tbk.","XDU-1130000000H111------------",75,0,0,76,74,75,0,12211200,916117200,906,57.7,76,3837700,75,59784200,22222222200,22222222200,2222222220,0,204800,"",0,0,0,NA,NA
"8",8,3149202,"2022-07-12T00:00:00","ADES","Akasha Wira International Tbk.","--U-2135000000D212------------",6400,0,0,6400,6225,6325,-75,58600,368622500,210,328.6,6325,4200,6250,12700,589896800,589896800,48961434,6700,16100,"",0,0,0,NA,NA
"9",9,3149203,"2022-07-12T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1835K50000J211------------",710,0,0,720,710,720,10,4047700,2894147000,701,565.4,720,418000,715,691100,3560849376,3560849376,1744816194,0,0,"",0,0,0,NA,NA
"10",10,3149204,"2022-07-12T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-111F200000G211------------",7950,0,0,8000,7900,7975,25,176600,1403042500,276,343,7975,8300,7925,11100,1e+09,1e+09,79100000,11900,1700,"",0,0,0,NA,NA
"11",11,3149205,"2022-07-12T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",170,0,0,171,167,170,0,321200,54276000,40,15.2,171,21100,170,88500,3889179559,3889179559,520372225,0,0,"",0,0,0,NA,NA
"12",12,3149206,"2022-07-12T00:00:00","ADMR","Adaro Minerals Indonesia Tbk.","--U-2105000000A121------------",1675,0,0,1705,1650,1665,-10,93771200,157968971000,9546,1665,1670,481900,1665,3043700,40882331500,40882331500,6606584770,11938200,3717100,"",4080827,6794578855,6,NA,NA
"13",13,3149207,"2022-07-12T00:00:00","ADRO","Adaro Energy Indonesia Tbk.","--MO1XDAQ60000A121------------",2830,2860,2860,2970,2840,2920,90,142532100,416734782000,15240,265.5,2930,1565000,2920,4238300,31985962000,31985962000,13981063990,19647800,20114300,"",36,105800,5,NA,NA
"14",14,3149208,"2022-07-12T00:00:00","AGAR","Asia Sejahtera Mina Tbk.","--U-2130000000D231------------",282,0,0,302,282,286,4,9900,2814000,22,260,286,1500,274,100,1e+09,1e+09,250200000,0,0,"",0,0,0,NA,NA
