"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2922011,"2021-05-10T00:00:00","AALI","Astra Agro Lestari Tbk.","XDM-1M3EM00000D232------------",9725,0,0,10500,9775,10450,725,8025300,81124850000,4884,848.9,10450,222900,10400,2500,1924688333,1924688333,1924688333,529200,1740700,"",0,0,0,NA,NA
"2",2,2922012,"2021-05-10T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614-E----------",224,0,0,244,220,236,12,73540300,17200864400,5204,414,238,854100,236,6134000,2755125000,2755125000,2755125000,3181300,8098600,"",0,0,0,NA,NA
"3",3,2922013,"2021-05-10T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",7025,0,0,0,0,7025,0,0,0,0,1603.8,7025,100,0,0,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2922014,"2021-05-10T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311------------",780,0,0,790,780,780,0,56300,44115000,54,20.8,790,37600,780,35900,2753165000,2753165000,2753165000,0,200,"",0,0,0,NA,NA
"5",5,2922015,"2021-05-10T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--MO1U7PMN0000E743------------",1480,1480,1480,1480,1455,1475,-5,5610700,8239401000,2875,1798.8,1475,312200,1470,38500,1.715e+10,1.715e+10,1.715e+10,1722300,3614100,"",0,0,0,NA,NA
"6",6,2922016,"2021-05-10T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",280,0,0,284,268,272,-8,23833100,6500938400,2165,20.1,272,155000,270,572400,6425160000,6425160000,6425160000,531200,285100,"",0,0,0,NA,NA
"7",7,2922017,"2021-05-10T00:00:00","ADES","Akasha Wira International Tbk.","--U-2130000000D212------------",1665,0,0,1685,1665,1670,5,30400,51005000,40,86.8,1695,900,1670,400,589896800,589896800,589896800,0,0,"",0,0,0,NA,NA
"8",8,2922018,"2021-05-10T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1135400000J211------------",1165,0,0,1200,1160,1185,20,10447000,12335917000,1552,930.6,1190,141400,1185,900,3560849376,3560849376,3560849376,450900,373400,"",0,0,0,NA,NA
"9",9,2922019,"2021-05-10T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F000000G211------------",8075,0,0,8075,8050,8075,0,28300,228357500,72,347.3,8075,16100,8050,27100,1e+09,1e+09,1e+09,900,0,"",0,0,0,NA,NA
"10",10,2922020,"2021-05-10T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",167,0,0,170,166,166,-1,475200,79792900,221,14.8,167,20000,166,273600,3889179559,3889179559,3889179559,0,0,"",0,0,0,NA,NA
"11",11,2922021,"2021-05-10T00:00:00","ADRO","Adaro Energy Tbk.","XDMO1XD5U60000A121------------",1185,1195,1200,1210,1190,1195,10,45753000,54824746000,5373,108.6,1200,1873700,1195,1386500,31985962000,31985962000,31985962000,2206400,19427700,"",0,0,0,NA,NA
