"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,3108931,"2022-04-21T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3PM10000D232------------",12425,0,0,13075,12450,12975,550,3591600,46498265000,4212,1054.1,12975,14700,12950,23000,1924688333,1924688333,390711732,638100,2828900,"",125,1615625,2,NA,NA
"2",2,3108932,"2022-04-21T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614------------",230,0,0,234,218,222,-8,14182600,3155262400,1340,490.4,224,624800,222,70400,3935892857,3935892857,1342926643,675200,2309200,"",0,0,0,NA,NA
"3",3,3108933,"2022-04-21T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",5975,0,0,6650,5600,6650,675,1800,10417500,16,1518.2,6450,200,5600,5300,620806680,620806680,78594126,0,0,"",0,0,0,NA,NA
"4",4,3108934,"2022-04-21T00:00:00","ABMM","ABM Investama Tbk.","--M-1115000000C311------------",2400,0,0,2480,2340,2390,-10,3641500,8720339000,1418,63.7,2390,224100,2380,79200,2753165000,2753165000,568803889,194600,668800,"",0,0,0,NA,NA
"5",5,3108935,"2022-04-21T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--M-187EMN6000E743------------",1095,0,0,1100,1070,1075,-20,33917100,36630840500,4447,1311,1080,282000,1075,2955300,1.715e+10,1.715e+10,6835990000,13847300,15085300,"",4579200,5005065600,1,NA,NA
"6",6,3108936,"2022-04-21T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",181,0,0,184,180,181,0,7306900,1329889400,792,13.4,182,100,181,157000,12675160000,12675160000,2259981028,0,0,"",0,0,0,NA,NA
"7",7,3108937,"2022-04-21T00:00:00","ADCP","Adhi Commuter Properti Tbk.","--U-1130000000H111------------",74,0,0,93,74,87,13,476696000,40791335400,22922,66.9,88,1008500,87,5284400,22222222200,22222222200,2222222220,7285600,16887900,"",0,0,0,NA,NA
"8",8,3108938,"2022-04-21T00:00:00","ADES","Akasha Wira International Tbk.","--U-2135000000D212------------",3700,0,0,3730,3700,3710,10,112900,419160000,64,192.7,3710,8400,3700,9100,589896800,589896800,48961434,0,1800,"",0,0,0,NA,NA
"9",9,3108939,"2022-04-21T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1835K52000J211------------",700,0,0,740,700,725,25,21184200,15410290500,3369,569.4,730,180000,725,1206300,3560849376,3560849376,1744816194,1020200,1656300,"",0,0,0,NA,NA
"10",10,3108940,"2022-04-21T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","XDU-1115200000G211------------",7950,0,0,8075,7925,8075,125,2e+05,1597040000,264,347.3,8100,8300,8075,24000,1e+09,1e+09,79100000,41700,36700,"",0,0,0,NA,NA
"11",11,3108941,"2022-04-21T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",182,0,0,185,180,182,0,942200,171131900,183,16.2,182,29000,181,65700,3889179559,3889179559,520372225,16400,0,"",0,0,0,NA,NA
"12",12,3108942,"2022-04-21T00:00:00","ADMR","Adaro Minerals Indonesia Tbk.","--U-2135000000A121------------",2790,0,0,2840,2600,2600,-190,188847300,513701021000,42781,2600,2600,3724600,0,0,40882331500,40882331500,6606584770,17279400,30877300,"",3493900,9525356400,6,NA,NA
"13",13,3108943,"2022-04-21T00:00:00","ADRO","Adaro Energy Indonesia Tbk.","--MO1XD0Q60000A121------------",3230,3270,3260,3460,3260,3270,40,187585800,629835383000,24445,297.3,3280,1103600,3270,383600,31985962000,31985962000,13981063990,40727300,61958900,"",15464385,51310090798,79,NA,NA
"14",14,3108944,"2022-04-21T00:00:00","AGAR","Asia Sejahtera Mina Tbk.","--U-2130000000D231------------",324,0,0,364,324,330,6,117900,41531400,102,300,342,100,330,400,1e+09,1e+09,250200000,0,0,"",0,0,0,NA,NA
"15",15,3108945,"2022-04-21T00:00:00","AGII","Aneka Gas Industri Tbk.","--M-1835F20000B111------------",2270,0,0,2390,2250,2280,10,10989500,25536231000,3971,207.3,2290,32900,2280,265500,3066660000,3066660000,597385368,2583900,4717400,"",0,0,0,NA,NA
"16",16,3108946,"2022-04-21T00:00:00","AGRO","Bank Raya Indonesia Tbk.","--U-1105000000G111------------",1060,0,0,1080,1025,1030,-30,16038500,16719258000,4066,1716.1,1035,270300,1030,211400,22520054593,22520054593,3182083714,1827200,1249300,"",0,0,0,NA,NA
"17",17,3108947,"2022-04-21T00:00:00","AGRS","Bank IBK Indonesia Tbk.","--U-2105000000G111------------",131,0,0,132,127,128,-3,8144500,1047434100,777,159,129,136600,128,623200,17481603282,17481603282,1363565056,448000,0,"",0,0,0,NA,NA
"18",18,3108948,"2022-04-21T00:00:00","AHAP","Asuransi Harta Aman Pratama Tbk.","--U-2100000000G412------------",63,0,0,69,61,63,0,31418500,2055646800,3299,237.5,64,88200,63,5e+05,2.94e+09,2.94e+09,523026000,0,0,"",0,0,0,NA,NA
"19",19,3108949,"2022-04-21T00:00:00","AIMS","Akbar Indo Makmur Stimec Tbk","--U-2130000000A121------------",268,0,0,280,270,270,2,63900,17464200,49,216,274,17800,270,23500,2.2e+08,2.2e+08,38786000,0,0,"",0,0,0,NA,NA
"20",20,3108950,"2022-04-21T00:00:00","AISA","FKS Food Sejahtera Tbk.","--U-1135000000D222------------",175,0,0,178,175,175,0,2866600,503601200,419,21.3,176,878100,175,138100,9311800000,9311800000,3387632840,0,0,"",0,0,0,NA,NA
"21",21,3108951,"2022-04-21T00:00:00","AKKU","Anugerah Kagum Karya Utama Tbk.","--U-2130000000E512------------",50,0,0,50,50,50,0,4679700,233985000,1243,75.9,50,25647600,0,0,6449463636,6449463636,1663316672,0,0,"",0,0,0,NA,NA
"22",22,3108952,"2022-04-21T00:00:00","AKPI","Argha Karya Prima Industry Tbk.","--U-2130000000B113------------",950,0,0,950,895,945,-5,50700,46426000,63,124.7,950,1800,945,500,612248000,612248000,26816462,0,0,"",0,0,0,NA,NA
"23",23,3108953,"2022-04-21T00:00:00","AKRA","AKR Corporindo Tbk.","--M-18GXM86000A112------------",935,0,0,1035,935,1025,90,126072100,126691758000,14550,4084.6,1025,641100,1020,151700,20073474600,20073474600,7503464805,25665900,49334100,"",68,69020,1,NA,NA
"24",24,3108954,"2022-04-21T00:00:00","AKSI","Mineral Sumberdaya Mandiri Tbk.","--U-2130000000K211------------",362,0,0,374,338,356,-6,10409400,3644135400,1033,178,356,32500,338,45200,7.2e+08,7.2e+08,57528000,0,0,"",0,0,0,NA,NA
"25",25,3108955,"2022-04-21T00:00:00","ALDO","Alkindo Naratama Tbk.","--U-2135000000B131------------",1180,0,0,1200,1100,1100,-80,20647500,23220470000,3612,841.2,1100,5700,0,0,1316856020,1316856020,288654840,2510300,706300,"",0,0,0,NA,NA
