,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2810503,2020-09-29T00:00:00,AALI,Astra Agro Lestari Tbk.,--M-183PM2000012--------------,9825.0,0.0,0.0,10000.0,9800.0,9800.0,-25.0,956700.0,9456232500.0,772.0,796.1,9800.0,7500.0,9775.0,3300.0,1924688333.0,1924688333.0,1924688333.0,264700.0,500.0,,0.0,0.0,0.0,,
1,2,2810504,2020-09-29T00:00:00,ABBA,Mahaka Media Tbk.,--U-210000000095---E----------,50.0,0.0,0.0,50.0,50.0,50.0,0.0,24100.0,1205000.0,11.0,87.7,50.0,5260400.0,0.0,0.0,2755125000.0,2755125000.0,2755125000.0,0.0,0.0,,0.0,0.0,0.0,,
2,3,2810505,2020-09-29T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U-210500000084--------------,6600.0,0.0,0.0,6600.0,6600.0,6600.0,0.0,100.0,660000.0,1.0,1506.8,6600.0,800000.0,0.0,0.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2810506,2020-09-29T00:00:00,ABMM,ABM Investama Tbk.,--U-110500000098--------------,820.0,0.0,0.0,855.0,820.0,820.0,0.0,1300.0,1069500.0,4.0,21.9,820.0,1800.0,805.0,1100.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2810507,2020-09-29T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--MO1XKEMA000093--------------,1595.0,1600.0,1605.0,1605.0,1570.0,1590.0,-5.0,6896900.0,10981859500.0,2733.0,1939.0,1595.0,53300.0,1590.0,575300.0,17150000000.0,17150000000.0,17150000000.0,2194000.0,2983900.0,,121.0,192421.0,2.0,,
5,6,2810508,2020-09-29T00:00:00,ACST,Acset Indonusa Tbk.,--U-113000000062--------------,195.0,0.0,0.0,202.0,184.0,188.0,-7.0,82853600.0,16008620100.0,4586.0,13.9,188.0,165900.0,187.0,898300.0,6425160000.0,6425160000.0,6425160000.0,389200.0,122500.0,,0.0,0.0,0.0,,
6,7,2810509,2020-09-29T00:00:00,ADES,Akasha Wira International Tbk.,--U-213000000051--------------,1140.0,0.0,0.0,1150.0,1120.0,1125.0,-15.0,10200.0,11501000.0,27.0,58.4,1135.0,200.0,1120.0,2400.0,589896800.0,589896800.0,589896800.0,0.0,0.0,,0.0,0.0,0.0,,
7,8,2810510,2020-09-29T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--M-18AF80000062--------------,505.0,0.0,0.0,515.0,498.0,500.0,-5.0,5287600.0,2670580900.0,824.0,392.7,500.0,14500.0,498.0,573100.0,3560849376.0,3560849376.0,3560849376.0,489000.0,1000.0,,0.0,0.0,0.0,,
8,9,2810511,2020-09-29T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F00000082--------------,7175.0,0.0,0.0,7350.0,7200.0,7300.0,125.0,9600.0,69445000.0,50.0,314.0,7300.0,2500.0,7225.0,500.0,1000000000.0,1000000000.0,1000000000.0,300.0,400.0,,0.0,0.0,0.0,,
9,10,2810512,2020-09-29T00:00:00,ADMG,Polychem Indonesia Tbk,--U-113000000034--------------,117.0,0.0,0.0,127.0,116.0,119.0,2.0,6372100.0,776610900.0,550.0,10.6,120.0,20000.0,119.0,135300.0,3889179559.0,3889179559.0,3889179559.0,0.0,0.0,,0.0,0.0,0.0,,
10,11,2810513,2020-09-29T00:00:00,ADRO,Adaro Energy Tbk.,--MO1XDCU1000021--------------,1130.0,1140.0,1145.0,1185.0,1140.0,1165.0,35.0,89147900.0,103787606500.0,7485.0,105.9,1165.0,1400600.0,1160.0,2666300.0,31985962000.0,31985962000.0,31985962000.0,25910500.0,12320100.0,,2345969.0,2744782389.0,5.0,,
11,12,2810514,2020-09-29T00:00:00,AGAR,Asia Sejahtera Mina Tbk.,--U-213000000091--------------,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,454.5,500.0,100.0,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,0.0,0.0,,573400.0,267204400.0,1.0,,
12,13,2810515,2020-09-29T00:00:00,AGII,Aneka Gas Industri Tbk.,--M-113500000034--------------,510.0,0.0,0.0,530.0,490.0,525.0,15.0,1987200.0,1035148000.0,347.0,47.7,525.0,385300.0,520.0,20000.0,3066660000.0,3066660000.0,3066660000.0,0.0,1650000.0,,0.0,0.0,0.0,,
13,14,2810516,2020-09-29T00:00:00,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M-110500000081--------------,314.0,0.0,0.0,330.0,302.0,306.0,-8.0,58605300.0,18656531400.0,4150.0,499.9,308.0,245200.0,306.0,5900400.0,21129857328.0,21129857328.0,21129857328.0,1427300.0,347200.0,,0.0,0.0,0.0,,
14,15,2810517,2020-09-29T00:00:00,AGRS,Bank IBK Indonesia Tbk.,--U-210500000081--------------,180.0,0.0,0.0,178.0,175.0,175.0,-5.0,102500.0,18240500.0,6.0,159.1,177.0,3800.0,168.0,100.0,11154923542.0,11154923542.0,11728776913.0,0.0,0.0,,0.0,0.0,0.0,,
15,16,2810518,2020-09-29T00:00:00,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-210000000084--------------,52.0,0.0,0.0,54.0,52.0,53.0,1.0,49000.0,2559200.0,10.0,199.8,53.0,17600.0,52.0,400.0,2940000000.0,2940000000.0,2940000000.0,0.0,0.0,,0.0,0.0,0.0,,
16,17,2810519,2020-09-29T00:00:00,AIMS,Akbar Indo Makmur Stimec Tbk,--U-210000000091--------------,132.0,0.0,0.0,176.0,160.0,160.0,28.0,5500.0,913000.0,19.0,128.0,164.0,100.0,160.0,11900.0,220000000.0,220000000.0,220000000.0,0.0,0.0,,0.0,0.0,0.0,,
17,18,2810520,2020-09-29T00:00:00,AISA,Tiga Pilar Sejahtera Food Tbk.,--U-110000000051---E----------,218.0,0.0,0.0,226.0,216.0,218.0,0.0,48430400.0,10652864800.0,2502.0,26.5,218.0,343900.0,216.0,977500.0,4787500000.0,4787500000.0,4787500000.0,274200.0,30000.0,,0.0,0.0,0.0,,
18,19,2810521,2020-09-29T00:00:00,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-210000000094--------------,50.0,0.0,0.0,50.0,50.0,50.0,0.0,3600.0,180000.0,5.0,75.9,50.0,3313800.0,0.0,0.0,6449463636.0,6449463636.0,6449463636.0,0.0,0.0,,2575000.0,128750000.0,1.0,,
19,20,2810522,2020-09-29T00:00:00,AKPI,Argha Karya Prima Industry Tbk.,--U-213000000035--------------,290.0,0.0,0.0,280.0,280.0,280.0,-10.0,78500.0,21980000.0,4.0,36.9,298.0,3900.0,280.0,21600.0,680000000.0,680000000.0,680000000.0,0.0,0.0,,0.0,0.0,0.0,,
20,21,2810523,2020-09-29T00:00:00,AKRA,AKR Corporindo Tbk.,--MO1S3XM0000091--------------,2600.0,2590.0,2610.0,2630.0,2530.0,2530.0,-70.0,14422200.0,37179820000.0,1506.0,2016.4,2530.0,587300.0,2520.0,143400.0,4014694920.0,4014694920.0,4014694920.0,3748500.0,1598100.0,,52.0,132080.0,1.0,,
21,22,2810524,2020-09-29T00:00:00,AKSI,Maming Enam Sembilan Mineral Tbk.,--U-213000000074--------------,312.0,0.0,0.0,306.0,292.0,292.0,-20.0,29100.0,8519000.0,44.0,146.0,292.0,5500.0,0.0,0.0,720000000.0,720000000.0,720000000.0,0.0,0.0,,0.0,0.0,0.0,,
