,No,IDStockSummary,Date,StockCode,StockName,Remarks,Previous,OpenPrice,FirstTrade,High,Low,Close,Change,Volume,Value,Frequency,IndexIndividual,Offer,OfferVolume,Bid,BidVolume,ListedShares,TradebleShares,WeightForIndex,ForeignSell,ForeignBuy,DelistingDate,NonRegularVolume,NonRegularValue,NonRegularFrequency,persen,percentage
0,1,2689116,2020-01-22T00:00:00,AALI,Astra Agro Lestari Tbk.,--S1K--1,12350.0,0.0,0.0,12500.0,12150.0,12425.0,75.0,967100.0,11908282500.0,953.0,1009.4,12425.0,30700.0,12400.0,21200.0,1924688333.0,1924688333.0,1924688333.0,25800.0,272500.0,,0.0,0.0,0.0,,
1,2,2689117,2020-01-22T00:00:00,ABBA,Mahaka Media Tbk.,--U9---2,97.0,0.0,0.0,97.0,92.0,92.0,-5.0,11651600.0,1096694700.0,850.0,161.4,93.0,201600.0,92.0,2521800.0,2755125000.0,2755125000.0,2755125000.0,60000.0,0.0,,0.0,0.0,0.0,,
2,3,2689118,2020-01-22T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,6800.0,0.0,0.0,6800.0,6800.0,6800.0,0.0,100.0,680000.0,1.0,1552.4,6800.0,1100.0,5450.0,100.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,,
3,4,2689119,2020-01-22T00:00:00,ABMM,ABM Investama Tbk.,--U9---1,1490.0,0.0,0.0,0.0,0.0,1490.0,0.0,0.0,0.0,0.0,39.7,1475.0,700.0,1210.0,300.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,,
4,5,2689120,2020-01-22T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--S9KB-1,1645.0,0.0,0.0,1675.0,1625.0,1640.0,-5.0,15311000.0,25237789500.0,4032.0,2000.0,1640.0,30900.0,1635.0,18900.0,17150000000.0,17150000000.0,17150000000.0,4226100.0,10423500.0,,7203261.0,11815021640.0,3.0,,
5,6,2689121,2020-01-22T00:00:00,ACST,Acset Indonusa Tbk.,--U6---1,925.0,0.0,0.0,990.0,915.0,990.0,65.0,92100.0,89608000.0,28.0,41.6,990.0,60100.0,915.0,6900.0,700000000.0,700000000.0,700000000.0,40900.0,0.0,,0.0,0.0,0.0,,
6,7,2689122,2020-01-22T00:00:00,ADES,Akasha Wira International Tbk.,--U5---2,915.0,0.0,0.0,1000.0,945.0,980.0,65.0,48100.0,46596500.0,55.0,50.9,980.0,104100.0,955.0,3900.0,589896800.0,589896800.0,589896800.0,0.0,0.0,,0.0,0.0,0.0,,
7,8,2689123,2020-01-22T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--U6K--1,1100.0,0.0,0.0,1130.0,1100.0,1100.0,0.0,4966100.0,5526756000.0,1172.0,863.9,1105.0,16200.0,1100.0,158500.0,3560849376.0,3560849376.0,3560849376.0,588400.0,100000.0,,4.0,4400.0,1.0,,
8,9,2689124,2020-01-22T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,10300.0,0.0,0.0,10400.0,10100.0,10300.0,0.0,146900.0,1512010000.0,89.0,443.0,10300.0,10000.0,10275.0,2700.0,1000000000.0,1000000000.0,1000000000.0,122100.0,0.0,,0.0,0.0,0.0,,
9,10,2689125,2020-01-22T00:00:00,ADMG,Polychem Indonesia Tbk,--U3---1,180.0,0.0,0.0,182.0,178.0,179.0,-1.0,471200.0,84550600.0,51.0,16.0,179.0,15700.0,178.0,56100.0,3889179559.0,3889179559.0,3889179559.0,188400.0,0.0,,0.0,0.0,0.0,,
10,11,2689126,2020-01-22T00:00:00,ADRO,Adaro Energy Tbk.,XDS2BXO1,1415.0,1415.0,1415.0,1420.0,1360.0,1365.0,-50.0,63630500.0,87521990500.0,6405.0,124.1,1365.0,2649300.0,1360.0,704400.0,31985962000.0,31985962000.0,31985962000.0,10964300.0,18760000.0,,2950064.0,4034037360.0,3.0,,
11,12,2689127,2020-01-22T00:00:00,AGAR,Asia Sejahtera Mina Tbk.,--U9---2,392.0,0.0,0.0,396.0,380.0,396.0,4.0,222500.0,85767400.0,56.0,360.0,392.0,20800.0,380.0,14900.0,1000000000.0,250000000.0,1000000000.0,0.0,0.0,,0.0,0.0,0.0,,
12,13,2689128,2020-01-22T00:00:00,AGII,Aneka Gas Industri Tbk.,--S3---1,600.0,0.0,0.0,625.0,595.0,600.0,0.0,97600.0,59599000.0,52.0,54.5,600.0,20100.0,590.0,14700.0,3066660000.0,3066660000.0,3066660000.0,0.0,0.0,,0.0,0.0,0.0,,
13,14,2689129,2020-01-22T00:00:00,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M8---1,176.0,0.0,0.0,179.0,170.0,170.0,-6.0,2738800.0,469322400.0,412.0,277.7,171.0,3000.0,170.0,64400.0,21129857328.0,21129857328.0,21129857328.0,0.0,200.0,,500.0,88000.0,1.0,,
14,15,2689130,2020-01-22T00:00:00,AGRS,Bank IBK Indonesia Tbk.,--U8---2,160.0,0.0,0.0,160.0,155.0,155.0,-5.0,24500.0,3888400.0,18.0,140.9,159.0,6100.0,155.0,46500.0,7037266148.0,7037266148.0,7037266148.0,0.0,0.0,,0.0,0.0,0.0,,
15,16,2689131,2020-01-22T00:00:00,AHAP,Asuransi Harta Aman Pratama Tbk.,--U8---2,58.0,0.0,0.0,63.0,57.0,57.0,-1.0,2084400.0,124278600.0,414.0,214.9,58.0,25600.0,57.0,486500.0,2940000000.0,2940000000.0,2940000000.0,0.0,0.0,,0.0,0.0,0.0,,
16,17,2689132,2020-01-22T00:00:00,AIMS,Akbar Indo Makmur Stimec Tbk,--U9---2,180.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,220000000.0,220000000.0,220000000.0,0.0,0.0,,0.0,0.0,0.0,,
17,18,2689133,2020-01-22T00:00:00,AISA,Tiga Pilar Sejahtera Food Tbk.,--U5---1,168.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,3218600000.0,3218600000.0,3218600000.0,0.0,0.0,,0.0,0.0,0.0,,
18,19,2689134,2020-01-22T00:00:00,AKKU,Anugerah Kagum Karya Utama Tbk.,--U9---2,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,75.9,50.0,849300.0,0.0,0.0,6449463636.0,6449463636.0,6449463636.0,0.0,0.0,,100000.0,4500000.0,1.0,,
19,20,2689135,2020-01-22T00:00:00,AKPI,Argha Karya Prima Industry Tbk.,--U3---2,382.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,50.4,430.0,1200.0,370.0,1000.0,680000000.0,680000000.0,680000000.0,0.0,0.0,,0.0,0.0,0.0,,
20,21,2689136,2020-01-22T00:00:00,AKRA,AKR Corporindo Tbk.,--S9XXO1,3370.0,3370.0,3380.0,3440.0,3360.0,3390.0,20.0,15113500.0,51172864000.0,1790.0,2701.8,3400.0,222500.0,3390.0,618800.0,4014694920.0,4014694920.0,4014694920.0,2405500.0,588500.0,,650000.0,2214500000.0,2.0,,
21,22,2689137,2020-01-22T00:00:00,AKSI,Maming Enam Sembilan Mineral Tbk.,--U7---2,620.0,0.0,0.0,620.0,505.0,510.0,-110.0,45100.0,24543500.0,40.0,255.0,590.0,500.0,510.0,13900.0,720000000.0,720000000.0,720000000.0,4800.0,0.0,,0.0,0.0,0.0,,
22,23,2689138,2020-01-22T00:00:00,ALDO,Alkindo Naratama Tbk.,--U3---2,384.0,0.0,0.0,400.0,398.0,400.0,16.0,67500.0,26970600.0,29.0,293.2,400.0,42000.0,390.0,12500.0,1100000000.0,1100000000.0,1100000000.0,0.0,0.0,,0.0,0.0,0.0,,
